owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
chalk,supports-color,733,617,4,N/A,N/A,N/A,397,449,327,18,N/A,491,431,699,578,829,326,906,987,385,97,773,392,367,369,N/A,390,N/A,84,2,998,491
npm,node-semver,308,304,980,996,922,N/A,136,116,91,218,164,109,99,102,211,144,611,837,942,82,255,256,88,425,149,162,95,206,149,10,319,109
chalk,chalk,94,217,7,988,138,N/A,388,363,279,406,395,432,159,137,162,830,327,760,926,355,99,438,393,305,192,281,322,377,129,12,320,432
debug-js,debug,191,202,1,989,554,N/A,450,140,324,389,272,305,435,985,149,980,10,647,940,N/A,44,413,170,255,199,N/A,296,N/A,312,399,330,305
microsoft,tslib,506,544,58,990,166,92,260,326,170,117,47,389,323,776,131,47,935,501,939,184,274,542,654,246,305,143,180,212,298,269,352,389
vercel,ms,307,384,2,991,712,N/A,334,266,N/A,N/A,N/A,440,329,999,461,268,937,236,346,354,162,513,205,353,325,N/A,276,N/A,413,N/A,475,440
mozilla,source-map,347,332,37,992,564,N/A,N/A,490,443,26,390,706,319,82,407,49,478,469,398,348,132,304,127,N/A,401,N/A,398,N/A,503,374,474,706
isaacs,node-lru-cache,301,334,737,994,163,N/A,361,374,280,195,111,951,372,937,12,109,135,428,444,161,627,535,34,N/A,217,350,363,228,139,14,473,951
chalk,strip-ansi,713,770,10,993,571,N/A,N/A,N/A,N/A,N/A,N/A,827,432,952,732,831,328,767,950,408,448,780,439,478,N/A,N/A,N/A,N/A,N/A,N/A,472,827
nodejs,readable-stream,540,418,22,995,901,N/A,369,227,281,350,389,354,160,145,580,214,646,539,949,189,295,140,248,187,318,349,362,286,278,179,471,354
tj,commander.js,65,116,841,901,91,59,84,277,48,183,140,381,146,211,27,166,146,329,948,94,323,209,139,147,103,163,48,92,97,25,168,381
isaacs,minimatch,363,421,5,891,504,N/A,314,348,321,390,112,946,715,951,46,110,139,390,378,209,693,660,131,N/A,255,348,317,334,235,394,167,946
isaacs,node-glob,230,288,849,894,518,N/A,320,369,318,168,75,933,371,208,34,111,140,476,445,164,805,465,12,N/A,114,224,377,166,109,24,166,933
sindresorhus,find-up,644,739,26,893,534,N/A,329,330,N/A,N/A,N/A,544,145,950,151,53,450,873,945,482,117,797,714,463,400,422,N/A,380,202,N/A,165,544
sindresorhus,escape-string-regexp,642,718,12,895,539,N/A,N/A,N/A,N/A,N/A,N/A,713,139,949,854,22,449,747,944,N/A,498,697,541,537,N/A,N/A,N/A,N/A,N/A,N/A,172,713
feross,safe-buffer,729,759,6,892,543,N/A,449,483,N/A,N/A,N/A,698,714,948,107,267,390,1000,943,N/A,621,847,760,N/A,538,N/A,N/A,N/A,1,N/A,171,698
uuidjs,uuid,149,206,52,896,545,N/A,202,335,207,221,248,303,196,221,60,974,397,105,291,114,580,295,76,N/A,270,274,221,333,6,327,170,303
ajv-validator,ajv,162,212,38,898,890,N/A,51,74,322,65,76,119,19,17,287,828,711,584,957,229,684,155,666,73,80,421,216,434,350,444,169,119
yargs,yargs-parser,670,534,61,897,204,N/A,352,381,442,9,N/A,146,770,947,70,866,414,480,956,334,161,506,766,249,404,N/A,323,N/A,200,432,192,146
acornjs,acorn,204,218,39,899,146,N/A,370,368,256,403,282,712,938,946,852,820,707,723,955,246,133,242,281,N/A,123,174,266,154,99,326,191,712
yargs,yargs,193,185,56,900,116,49,116,313,206,24,67,49,320,119,264,865,413,701,954,206,160,204,428,195,144,203,188,331,201,356,190,49
jprichardson,node-fs-extra,215,223,965,902,N/A,N/A,68,351,230,125,66,217,713,945,367,248,67,886,953,324,435,212,165,N/A,180,204,261,282,122,182,198,217
isaacs,rimraf,290,361,16,903,468,N/A,325,339,307,146,93,973,712,960,241,106,143,482,449,242,870,718,87,N/A,215,304,294,237,217,357,193,973
estools,estraverse,552,529,55,904,469,N/A,312,301,N/A,N/A,N/A,848,769,959,851,843,53,544,951,N/A,199,649,290,N/A,457,N/A,N/A,N/A,3,N/A,194,848
sindresorhus,camelcase,623,602,45,907,484,N/A,N/A,N/A,306,248,245,717,105,943,731,34,451,867,989,367,30,796,590,412,N/A,273,388,312,N/A,181,195,717
sindresorhus,path-exists,819,840,25,906,491,N/A,N/A,N/A,N/A,N/A,N/A,716,106,958,644,33,454,771,988,N/A,384,715,657,579,N/A,N/A,N/A,N/A,N/A,N/A,196,716
isaacs,inherits,721,625,3,905,497,N/A,N/A,N/A,N/A,N/A,N/A,947,375,957,923,100,136,283,305,376,804,875,104,N/A,N/A,420,511,435,N/A,N/A,197,947
npm,node-which,742,746,720,912,N/A,N/A,N/A,N/A,145,225,143,166,72,116,806,151,605,835,986,131,496,553,138,550,456,176,152,217,556,218,258,166
sindresorhus,resolve-from,825,857,40,910,772,N/A,N/A,N/A,N/A,N/A,N/A,711,148,956,488,23,456,670,961,N/A,582,830,551,615,542,N/A,N/A,N/A,555,N/A,263,711
jonschlinkert,extend-shallow,885,876,135,911,771,N/A,N/A,N/A,N/A,N/A,N/A,710,711,955,576,71,285,773,960,N/A,881,900,596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,262,710
json5,json5,270,428,44,909,N/A,N/A,420,429,430,379,N/A,549,182,222,80,889,492,288,152,N/A,623,213,228,407,327,N/A,402,N/A,244,389,243,549
isaacs,node-mkdirp,806,762,48,908,501,N/A,394,409,N/A,N/A,N/A,N/A,N/A,954,130,107,137,933,374,297,770,502,162,N/A,541,419,N/A,436,2,N/A,242,N/A
sindresorhus,execa,269,433,66,925,11,58,261,378,58,361,254,429,111,739,129,21,457,854,967,64,584,385,751,286,198,114,60,78,102,180,478,429
ljharb,qs,231,249,17,916,106,N/A,414,436,334,277,176,228,100,284,364,189,819,743,966,167,110,522,553,N/A,261,264,310,276,121,390,477,228
nodeca,js-yaml,274,216,49,917,203,N/A,332,252,431,150,N/A,525,444,283,736,600,237,547,803,289,874,135,150,N/A,283,N/A,414,N/A,321,376,476,525
browserify,resolve,595,414,18,913,216,N/A,399,435,289,147,295,N/A,445,282,583,461,225,646,941,218,491,357,122,N/A,239,418,334,161,80,282,459,N/A
websockets,ws,96,87,71,928,N/A,138,306,384,191,138,200,382,446,281,106,917,345,684,947,251,57,289,164,120,113,191,225,147,79,174,392,382
nodeca,argparse,671,656,47,926,215,N/A,16,35,433,16,N/A,840,447,798,984,599,236,575,952,291,688,527,225,N/A,462,N/A,451,N/A,280,173,391,840
sindresorhus,pify,466,629,62,927,861,N/A,N/A,N/A,N/A,N/A,N/A,524,101,295,582,20,462,822,958,N/A,242,717,713,490,N/A,N/A,N/A,N/A,N/A,N/A,454,524
postcss,postcss,50,132,60,939,N/A,N/A,286,454,180,334,234,565,436,998,61,555,391,524,959,203,220,192,417,43,127,97,202,97,100,172,453,565
form-data,form-data,409,381,67,937,561,134,N/A,14,N/A,N/A,N/A,310,779,997,518,957,91,559,974,N/A,244,466,117,363,347,N/A,386,N/A,554,N/A,336,310
moxystudio,node-cross-spawn,528,652,943,940,829,N/A,N/A,N/A,N/A,N/A,N/A,541,778,996,411,432,848,45,145,N/A,689,628,542,N/A,N/A,N/A,N/A,N/A,N/A,N/A,351,541
sindresorhus,slash,738,696,64,938,837,N/A,N/A,N/A,N/A,N/A,N/A,842,104,995,735,48,460,856,994,405,387,687,384,514,N/A,N/A,N/A,N/A,N/A,N/A,394,842
ashtuchkin,iconv-lite,372,386,15,942,412,N/A,380,398,N/A,N/A,391,924,694,994,408,575,412,543,972,N/A,619,414,163,N/A,289,N/A,385,N/A,372,N/A,335,924
micromatch,micromatch,391,500,32,941,N/A,N/A,451,480,N/A,N/A,276,843,78,993,5,739,484,895,971,485,814,464,603,451,328,417,447,398,355,N/A,350,843
sindresorhus,make-dir,673,773,59,943,805,N/A,408,447,283,378,266,709,103,808,577,2,458,676,970,379,359,707,869,488,409,266,384,379,83,184,362,709
sindresorhus,globby,400,507,69,944,157,N/A,18,142,331,34,403,528,102,815,240,1,455,874,969,329,38,563,537,281,273,265,446,306,281,183,361,528
broofa,mime,420,338,19,945,862,133,300,314,223,205,30,916,376,842,269,521,795,413,968,296,620,540,25,N/A,225,358,253,140,82,165,360,916
minimistjs,minimist,688,806,14,924,751,N/A,382,451,290,381,402,355,181,856,649,943,981,795,981,148,360,546,996,N/A,234,298,308,304,301,354,359,355
feross,buffer,453,415,107,931,62,N/A,N/A,18,229,122,321,905,693,872,92,266,389,806,980,319,446,415,432,N/A,252,125,258,246,553,178,450,905
jprichardson,node-jsonfile,508,383,942,930,762,N/A,N/A,N/A,N/A,N/A,N/A,904,744,897,802,249,65,838,979,N/A,200,643,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,393,904
visionmedia,bytes.js,683,716,941,933,793,N/A,N/A,N/A,N/A,N/A,N/A,384,777,921,803,759,20,751,978,495,159,626,234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,358,384
jshttp,http-errors,471,570,21,932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,209,776,1000,413,721,109,726,977,393,223,820,568,N/A,463,N/A,450,N/A,529,N/A,357,209
isaacs,node-graceful-fs,500,515,888,929,843,N/A,344,420,N/A,N/A,N/A,952,660,272,332,102,144,318,348,443,389,562,132,N/A,407,N/A,449,N/A,81,N/A,356,952
webpack,loader-utils,596,502,92,919,N/A,N/A,11,25,284,114,320,527,454,968,650,592,214,254,370,425,126,461,296,306,368,297,335,360,203,323,355,527
caolan,async,53,81,68,935,889,N/A,148,323,143,90,50,304,745,976,985,282,88,140,274,216,449,75,37,480,322,138,156,167,145,177,670,304
thlorenz,convert-source-map,809,698,57,936,892,N/A,N/A,N/A,330,145,N/A,841,699,296,97,97,329,850,899,488,96,817,333,N/A,N/A,357,445,444,N/A,176,669,841
cosmiconfig,cosmiconfig,334,538,81,947,847,N/A,204,268,228,290,170,356,455,75,48,982,349,178,903,224,276,279,738,464,164,198,247,107,114,175,461,356
dougwilson,nodejs-depd,739,622,20,946,804,N/A,N/A,N/A,N/A,N/A,N/A,576,697,944,232,702,15,678,905,N/A,989,917,536,377,555,N/A,N/A,N/A,523,N/A,460,576
facebook,regenerator,331,171,668,958,731,N/A,56,414,126,68,57,578,180,83,986,284,760,347,923,215,299,376,420,262,371,164,130,156,209,219,470,578
sindresorhus,strip-json-comments,637,721,63,957,857,N/A,350,N/A,436,351,N/A,702,147,525,598,46,448,828,985,454,297,659,431,462,554,296,530,361,4,198,677,702
jonschlinkert,isobject,847,856,100,959,816,N/A,N/A,N/A,N/A,N/A,N/A,704,696,637,517,68,283,570,984,N/A,390,716,543,597,N/A,N/A,N/A,N/A,N/A,N/A,676,704
jshttp,mime-types,499,564,9,962,905,N/A,24,461,439,348,380,212,775,638,368,737,104,824,983,333,413,620,524,198,367,N/A,338,N/A,412,428,675,212
node-fetch,node-fetch,224,184,180,961,N/A,N/A,416,145,264,271,128,118,69,72,41,921,865,682,982,338,37,347,624,160,163,428,222,409,388,397,674,118
pillarjs,path-to-regexp,237,335,46,960,824,N/A,337,336,N/A,N/A,N/A,256,457,953,352,768,159,415,343,432,109,619,251,408,553,427,N/A,329,11,N/A,673,256
jshttp,cookie,501,510,41,964,823,N/A,214,151,328,54,159,210,452,787,442,730,107,868,925,310,166,658,230,390,552,295,366,253,10,331,672,210
evanw,node-source-map-support,415,404,939,963,822,N/A,N/A,N/A,N/A,N/A,N/A,529,705,967,651,321,381,465,159,N/A,51,614,313,557,551,N/A,458,N/A,522,N/A,671,529
paulmillr,chokidar,200,283,23,965,803,N/A,283,219,438,368,253,832,374,966,400,405,849,427,924,302,18,492,217,405,194,289,397,355,323,396,660,832
tooTallNate,proxy-agents,588,438,969,915,77,N/A,231,154,161,295,379,267,929,965,987,129,278,240,N/A,159,733,290,381,176,122,89,159,184,303,322,341,267
isaacs,once,783,809,8,914,802,N/A,N/A,N/A,N/A,N/A,N/A,831,704,964,856,103,134,280,307,475,628,894,259,N/A,550,347,N/A,399,521,N/A,340,831
browserslist,browserslist,170,258,54,918,117,83,336,418,225,308,277,577,774,963,57,823,856,532,922,268,249,287,606,628,139,106,248,174,123,197,339,577
mrmlnc,fast-glob,406,591,82,920,888,N/A,61,105,168,345,378,357,109,294,88,429,679,794,921,120,905,613,849,250,205,235,184,105,167,207,338,357
sindresorhus,path-is-absolute,881,880,11,923,801,N/A,N/A,N/A,N/A,N/A,N/A,830,108,293,535,51,453,755,920,N/A,904,930,632,N/A,N/A,N/A,N/A,N/A,N/A,N/A,337,830
sindresorhus,ansi-escapes,678,724,85,921,800,N/A,N/A,N/A,437,409,N/A,829,107,292,38,50,452,742,932,374,311,804,708,413,N/A,439,457,440,N/A,191,354,829
jquery,esprima,258,226,65,922,788,N/A,N/A,N/A,N/A,N/A,N/A,232,508,271,915,550,202,340,147,143,809,94,167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,353,232
npm,ini,603,422,73,934,900,147,N/A,N/A,146,247,145,185,96,104,727,146,604,834,931,116,307,523,137,505,474,194,151,219,520,276,468,185
salesforce,tough-cookie,562,493,86,948,N/A,52,217,305,94,169,166,289,339,132,212,130,940,433,930,179,122,299,159,518,187,178,98,118,155,202,467,289
jonschlinkert,is-plain-object,818,814,109,949,483,N/A,N/A,421,N/A,N/A,N/A,739,722,290,534,69,284,599,929,N/A,581,692,575,517,473,N/A,N/A,N/A,519,N/A,466,739
alexei,sprintf.js,419,376,968,950,885,N/A,N/A,N/A,329,426,377,738,724,289,172,677,603,420,214,N/A,286,572,341,N/A,472,285,277,358,518,420,465,738
mafintosh,pump,554,692,114,951,482,N/A,N/A,N/A,N/A,N/A,N/A,886,732,912,726,59,524,947,928,N/A,549,868,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,464,886
stream-utils,raw-body,716,679,42,952,481,N/A,N/A,N/A,435,89,376,737,422,911,307,767,124,802,927,298,444,691,415,N/A,N/A,N/A,456,N/A,N/A,201,463,737
sindresorhus,is-wsl,802,890,75,953,480,N/A,395,N/A,368,374,N/A,736,N/A,910,868,19,464,826,937,419,431,751,864,504,471,284,455,327,15,200,462,736
yahoo,serialize-javascript,383,416,94,955,89,N/A,423,489,238,29,16,949,361,909,634,224,674,430,399,368,26,750,571,332,470,184,252,318,14,275,661,949
sindresorhus,read-pkg,810,835,146,954,479,N/A,413,N/A,N/A,N/A,N/A,760,N/A,908,508,18,436,839,938,350,338,720,715,428,469,434,N/A,323,13,N/A,662,760
indutny,bn.js,513,447,173,956,N/A,N/A,422,488,370,330,210,922,752,907,171,133,376,894,946,477,118,571,523,484,548,433,524,438,12,199,469,922
inikulin,parse5,344,427,108,967,64,84,35,294,55,258,82,261,365,906,983,396,724,328,448,72,771,164,337,218,298,225,58,88,211,196,682,261
zloirock,core-js,76,128,88,966,88,132,292,393,174,222,165,63,251,168,191,934,597,276,267,55,927,144,383,46,132,135,186,14,91,278,681,63
follow-redirects,follow-redirects,660,522,76,968,177,81,296,274,259,380,286,359,420,905,441,987,26,380,300,326,543,579,301,251,240,283,307,254,192,195,680,359
sindresorhus,object-assign,551,636,13,969,490,N/A,N/A,N/A,N/A,N/A,N/A,891,110,920,587,15,435,669,933,476,490,867,475,571,N/A,432,N/A,439,N/A,N/A,679,891
eemeli,yaml,524,599,120,970,N/A,N/A,267,392,252,202,86,436,155,919,507,326,907,289,935,162,873,336,918,162,158,228,273,271,210,277,678,436
kpdecker,jsdiff,250,300,967,972,934,80,92,191,101,194,249,327,367,193,426,302,187,80,228,465,209,422,98,N/A,290,104,111,126,267,194,997,327
beatgammit,base64-js,571,323,93,971,489,N/A,N/A,N/A,N/A,N/A,N/A,N/A,753,918,873,393,99,907,934,N/A,306,622,169,N/A,531,N/A,N/A,N/A,517,N/A,996,N/A
expressjs,body-parser,292,247,43,973,178,N/A,415,452,375,446,387,208,351,917,104,631,188,796,997,307,305,607,455,159,435,N/A,523,N/A,20,193,995,208
raszi,node-tmp,605,607,966,974,107,N/A,N/A,N/A,376,437,261,271,755,916,76,258,571,467,355,337,437,309,144,N/A,530,431,383,387,516,417,994,271
motdotla,dotenv,116,222,97,978,486,N/A,102,129,186,92,95,950,366,212,24,181,304,216,316,200,172,370,377,N/A,136,103,214,123,108,192,993,950
sindresorhus,open,369,450,121,979,175,79,363,255,308,373,291,532,154,915,544,7,440,881,973,303,10,734,514,227,207,227,336,287,403,321,992,532
sindresorhus,read-pkg-up,768,834,718,977,500,N/A,343,N/A,N/A,N/A,N/A,729,153,914,543,6,439,842,936,407,369,803,716,440,529,430,N/A,291,31,N/A,991,729
ljharb,object.assign,845,843,74,976,499,N/A,421,456,N/A,N/A,N/A,728,152,913,872,190,823,772,896,331,861,880,503,611,528,361,N/A,292,30,N/A,990,728
browserify,node-util,775,632,976,975,498,N/A,430,455,N/A,N/A,N/A,887,417,928,588,467,228,712,895,N/A,629,623,434,485,434,N/A,N/A,N/A,291,N/A,989,887
pillarjs,finalhandler,789,733,36,982,478,N/A,N/A,N/A,379,436,275,222,416,927,434,763,157,680,894,494,832,888,535,297,N/A,N/A,393,N/A,N/A,364,988,222
Gozala,events,485,479,80,984,493,N/A,N/A,N/A,N/A,N/A,N/A,944,415,926,725,89,360,875,893,N/A,284,519,111,499,N/A,N/A,529,N/A,N/A,N/A,987,944
sindresorhus,figures,639,839,172,983,492,N/A,N/A,N/A,317,386,386,715,151,925,346,17,438,865,892,311,207,702,548,448,N/A,294,341,310,N/A,188,986,715
sindresorhus,decamelize,778,819,113,980,557,N/A,N/A,N/A,N/A,N/A,N/A,714,156,924,653,16,437,825,891,N/A,171,762,623,465,N/A,N/A,N/A,N/A,N/A,N/A,985,714
TehShrike,deepmerge,387,439,134,981,556,N/A,N/A,N/A,N/A,N/A,N/A,535,726,923,252,125,690,531,317,N/A,253,669,186,N/A,355,N/A,N/A,N/A,559,N/A,984,535
ai,nanoid,80,241,96,987,555,137,317,416,214,397,274,699,725,922,160,447,554,386,889,257,208,371,886,586,176,124,245,138,90,187,983,699
isaacs,sax-js,529,355,863,986,167,136,429,N/A,395,78,252,954,405,243,422,108,145,324,309,424,551,423,23,N/A,396,230,265,284,365,446,982,954
doowb,ansi-colors,702,798,150,985,553,N/A,N/A,N/A,N/A,N/A,N/A,725,627,936,79,99,251,737,902,N/A,530,508,748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,981,725
prettier,prettier,27,48,207,879,22,8,208,241,14,268,217,18,37,105,794,655,873,156,234,16,529,13,840,114,20,14,15,8,241,279,916,18
grncdr,merge-stream,788,861,84,878,488,N/A,N/A,N/A,N/A,N/A,N/A,724,629,935,610,158,271,957,901,N/A,170,850,365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,915,724
estools,escodegen,390,357,136,877,487,N/A,278,245,N/A,N/A,N/A,701,850,934,793,848,52,804,900,N/A,719,322,204,N/A,376,N/A,N/A,N/A,215,N/A,914,701
webpack,webpack-sources,767,670,91,876,152,N/A,N/A,N/A,397,331,394,700,849,933,247,593,215,256,394,434,634,559,755,254,N/A,293,528,350,N/A,186,913,700
pillarjs,send,591,448,33,874,144,N/A,N/A,N/A,N/A,N/A,N/A,174,485,932,226,769,158,694,898,483,429,601,240,N/A,N/A,N/A,527,N/A,N/A,N/A,912,174
webpack-contrib,terser-webpack-plugin,430,495,111,859,872,140,113,192,183,91,239,533,359,931,136,410,318,136,897,211,433,266,945,148,321,226,207,268,214,185,911,533
rvagg,through2,436,551,156,860,750,N/A,N/A,N/A,N/A,N/A,N/A,896,632,930,597,231,622,714,911,N/A,343,849,389,N/A,N/A,N/A,N/A,N/A,N/A,N/A,910,896
jshttp,accepts,769,748,28,861,765,N/A,N/A,N/A,N/A,N/A,N/A,238,848,929,596,723,106,722,910,N/A,602,681,449,304,520,N/A,N/A,N/A,558,N/A,909,238
sindresorhus,log-symbols,607,789,201,858,764,N/A,N/A,N/A,398,398,N/A,719,135,880,659,39,429,861,909,453,531,800,549,501,N/A,292,505,370,N/A,88,868,719
rvagg,bl,698,658,212,870,763,135,N/A,N/A,218,284,92,387,623,879,189,230,623,872,908,308,60,642,368,303,N/A,229,244,213,N/A,87,867,387
expressjs,serve-static,482,432,34,871,143,N/A,428,401,N/A,N/A,N/A,215,489,878,493,640,192,716,907,N/A,726,848,497,180,382,N/A,504,N/A,361,N/A,866,215
component,escape-html,687,598,24,873,716,N/A,N/A,N/A,N/A,N/A,N/A,850,868,877,595,172,34,617,906,N/A,552,823,261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,865,850
indutny,node-ip,474,455,963,869,761,N/A,N/A,250,N/A,N/A,N/A,718,911,876,658,135,377,571,443,445,71,873,260,N/A,381,N/A,412,N/A,552,N/A,864,718
jshttp,content-type,831,825,50,872,760,N/A,N/A,N/A,N/A,N/A,N/A,239,867,875,573,724,108,817,904,N/A,808,889,628,500,N/A,N/A,N/A,N/A,N/A,N/A,863,239
npm,nopt,656,740,142,880,N/A,N/A,N/A,N/A,158,238,142,138,33,108,341,142,606,836,919,129,451,564,99,523,N/A,291,164,251,N/A,253,862,138
expressjs,express,16,18,29,882,121,40,276,201,149,76,38,88,32,874,393,642,197,645,918,175,361,110,6,83,95,202,143,305,223,317,861,88
jshttp,methods,804,790,53,883,759,N/A,N/A,N/A,N/A,N/A,N/A,236,866,873,785,727,110,612,917,N/A,523,790,323,N/A,N/A,N/A,N/A,N/A,N/A,N/A,876,236
jaredhanson,utils-merge,863,847,35,881,758,N/A,N/A,N/A,N/A,N/A,N/A,849,407,234,815,120,170,692,916,N/A,915,910,382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,875,849
sindresorhus,normalize-url,577,554,95,886,151,N/A,309,298,400,410,N/A,539,143,888,657,40,428,805,915,416,4,770,618,330,380,316,411,369,216,366,874,539
jshttp,fresh,816,800,31,885,708,N/A,N/A,N/A,N/A,N/A,N/A,216,865,887,485,728,111,749,914,294,424,713,233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,873,216
pvorb,node-clone,593,533,176,884,792,N/A,N/A,N/A,N/A,N/A,N/A,937,406,886,127,346,56,913,913,N/A,77,748,145,N/A,519,N/A,N/A,N/A,551,N/A,872,937
SBoudrias,Inquirer.js,110,166,190,867,130,N/A,253,362,104,186,256,350,252,135,113,518,417,364,912,87,807,191,356,89,101,72,109,84,160,252,665,350
jshttp,etag,773,781,27,868,706,N/A,N/A,N/A,N/A,N/A,N/A,241,884,885,628,732,112,614,870,N/A,842,924,559,399,N/A,N/A,N/A,N/A,N/A,N/A,664,241
dominictarr,through,620,690,144,862,705,N/A,N/A,N/A,N/A,N/A,N/A,889,564,884,877,61,92,999,869,N/A,442,855,241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,663,889
pillarjs,parseurl,801,820,30,864,704,N/A,N/A,N/A,N/A,N/A,N/A,240,883,883,643,770,156,818,868,340,768,824,499,N/A,N/A,N/A,N/A,N/A,N/A,N/A,458,240
Raynos,xtend,747,766,77,863,703,N/A,N/A,N/A,N/A,N/A,N/A,888,570,882,751,75,128,984,867,N/A,289,732,227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,668,888
petkaantonov,bluebird,100,84,90,866,702,N/A,2,399,N/A,N/A,N/A,226,408,233,750,539,207,185,136,N/A,722,90,413,102,431,N/A,N/A,N/A,286,N/A,667,226
jshttp,type-is,781,791,51,865,149,N/A,N/A,N/A,N/A,N/A,N/A,227,882,881,402,731,113,717,866,N/A,375,756,450,308,518,N/A,503,N/A,550,N/A,666,227
jestjs,jest,32,34,143,875,936,N/A,74,156,31,199,413,89,35,13,140,975,816,718,865,20,169,14,441,54,25,10,31,38,153,213,234,89
webpack,webpack,15,28,83,887,10,28,29,46,40,71,312,34,18,121,437,589,218,218,393,66,526,68,207,22,31,38,37,49,112,212,233,34
sindresorhus,arrify,828,818,192,888,796,N/A,N/A,N/A,N/A,N/A,N/A,731,142,896,893,38,430,739,876,N/A,506,710,631,559,N/A,N/A,N/A,N/A,N/A,N/A,241,731
fb55,htmlparser2,323,318,117,890,70,N/A,108,120,45,338,126,566,411,895,379,637,229,354,875,61,766,278,143,369,241,201,47,59,117,91,302,566
justmoon,node-extend,726,665,783,889,795,N/A,400,380,N/A,N/A,N/A,899,410,894,676,259,133,786,874,406,575,701,214,N/A,423,408,N/A,427,287,N/A,317,899
typescript-eslint,typescript-eslint,147,77,140,792,132,5,160,284,13,157,408,31,22,134,870,915,973,121,280,3,574,19,967,34,18,6,14,7,162,90,26,31
jonschlinkert,word-wrap,803,743,132,795,N/A,N/A,327,422,288,314,222,921,574,893,248,70,286,769,873,472,383,834,511,556,373,315,306,249,43,350,25,921
primus,eventemitter3,362,434,87,797,794,N/A,182,202,403,296,N/A,810,881,892,613,760,151,803,872,422,263,505,418,319,329,407,410,352,156,395,33,810
isaacs,node-tar,587,487,891,793,142,N/A,289,448,410,413,N/A,150,409,891,103,104,141,715,871,182,872,334,97,564,285,406,497,337,375,89,32,150
oozcitak,xmlbuilder-js,553,580,246,794,842,N/A,N/A,N/A,N/A,N/A,N/A,853,579,890,675,736,615,398,281,N/A,803,469,71,427,N/A,N/A,N/A,N/A,N/A,N/A,36,853
nodeca,pako,295,232,152,796,841,N/A,321,332,N/A,N/A,N/A,920,525,889,968,598,238,563,883,285,765,604,468,N/A,330,N/A,N/A,N/A,332,N/A,35,920
npm,npmlog,692,693,187,805,N/A,N/A,N/A,N/A,157,237,144,189,27,103,63,143,612,831,882,147,300,511,232,539,N/A,323,165,250,N/A,254,34,189
zertosh,loose-envify,759,817,72,806,840,N/A,N/A,N/A,N/A,N/A,N/A,809,550,904,827,494,573,820,881,N/A,885,913,717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,809
isaacs,json-stringify-safe,653,725,154,803,839,N/A,N/A,N/A,N/A,N/A,N/A,779,551,903,869,105,142,720,880,N/A,721,878,324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,779
facebook,prop-types,319,341,102,804,838,N/A,409,249,423,342,N/A,270,238,161,237,293,759,202,259,383,35,603,862,N/A,348,400,379,428,174,415,30,270
crypto-browserify,randombytes,852,738,78,802,720,N/A,N/A,N/A,N/A,N/A,N/A,778,522,902,965,N/A,N/A,899,879,N/A,370,829,621,N/A,499,399,N/A,426,549,N/A,51,778
maxogden,concat-stream,641,668,139,809,836,N/A,N/A,N/A,N/A,N/A,N/A,864,555,901,538,N/A,N/A,847,878,N/A,316,752,252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,864
terkelg,prompts,225,382,153,807,N/A,N/A,6,304,316,328,N/A,367,412,900,50,590,802,650,392,404,156,485,923,333,284,244,300,368,431,353,49,367
sindresorhus,component-emitter,635,566,123,808,835,N/A,245,460,N/A,N/A,N/A,863,141,899,169,9,444,892,888,442,112,708,220,563,498,322,N/A,262,60,N/A,48,863
jsdom,jsdom,107,126,148,814,105,139,273,269,130,111,196,145,356,898,69,808,416,574,442,160,466,34,19,215,78,180,117,162,325,330,47,145
mcavage,node-assert-plus,835,830,158,816,851,N/A,N/A,N/A,N/A,N/A,N/A,862,520,244,826,624,30,955,886,N/A,371,683,237,N/A,488,N/A,N/A,N/A,508,N/A,29,862
Marak,colors.js,299,310,933,815,850,N/A,426,N/A,N/A,N/A,N/A,417,556,848,214,391,249,475,260,N/A,174,483,39,N/A,384,N/A,N/A,N/A,360,N/A,28,417
