owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
bevacqua,hash-sum,1.6,0.0,33.0,79.4,25.3,0.0,0.0,32.3,24.5,17.9,71.7,15.2,60.2,0.0,3.6,14.399999999999999,22.6,28.5,19.75,20.883333333333333,179.0,202.0,F,D
mongodb,js-bson,0.0,29.9,52.5,47.8,37.1,36.0,35.1,43.6,47.2,60.2,7.7,59.2,42.4,32.0,68.5,37.949999999999996,39.9,32.55,50.525000000000006,40.34166666666667,779.0,706.0,B,B
bjyoungblood,es6-error,10.1,0.0,32.9,59.6,25.4,0.0,0.0,30.2,21.4,20.3,54.2,24.8,72.1,0.0,50.5,13.899999999999999,26.3,25.65,36.85,25.46666666666667,355.0,313.0,D,D
jest-community,jest-watch-typeahead,9.3,34.5,25.8,18.6,30.1,34.9,13.2,35.9,29.4,14.5,80.5,19.0,62.3,24.4,47.5,28.525000000000002,32.2,22.049999999999997,38.3,29.625,521.0,526.0,C,C
babel,babel-eslint,30.0,0.0,71.5,43.5,25.7,0.0,0.0,58.9,62.6,57.9,78.3,36.9,81.6,0.0,73.5,21.15,38.9,36.25,48.0,35.13333333333333,654.0,675.5,B,B
niksy,throttle-debounce,26.6,0.0,47.8,58.8,28.4,0.0,0.0,42.0,45.7,41.6,55.6,25.1,48.3,0.0,30.5,17.6,27.8,33.3,25.975,25.625,361.5,366.5,D,D
gulpjs,vinyl,20.1,0.0,57.7,56.5,25.8,0.0,0.0,50.1,50.1,41.2,64.7,44.5,41.2,1.9,63.4,18.975,31.9,33.575,37.75,30.100000000000005,537.0,514.5,C,C
webpack-contrib,webpack-hot-middleware,21.3,22.1,58.9,62.5,38.8,21.0,27.5,51.3,59.4,63.2,60.6,22.0,57.9,13.8,66.9,34.65,41.9,41.2,40.150000000000006,38.666666666666664,744.0,748.0,B,B
puppeteer,puppeteer,37.1,29.6,56.1,8.2,55.1,47.4,41.2,71.0,98.7,97.3,51.4,36.8,61.9,44.9,44.6,53.675,50.5,32.75,47.05,44.49166666666667,852.0,901.0,A,A
sockjs,sockjs-client,31.5,25.9,75.0,53.5,37.1,16.2,13.3,74.3,77.1,84.2,79.6,56.3,66.4,24.8,38.5,35.225,46.6,46.475,46.5,42.73333333333333,827.0,836.0,A,A
philbooth,bfj,0.0,0.0,74.3,43.0,23.1,0.0,0.0,31.9,18.8,9.5,80.4,19.0,52.4,0.0,11.2,13.75,22.5,29.325,20.65,21.241666666666667,187.5,199.5,F,F
reduxjs,redux-thunk,38.0,13.4,65.1,22.3,40.7,24.5,26.7,67.5,88.2,81.4,71.4,29.1,65.6,25.6,67.9,39.849999999999994,46.5,34.7,47.05,40.53333333333333,784.0,833.5,B,A
mongodb,node-mongodb-native,0.0,32.5,87.1,47.8,36.0,43.5,37.0,79.3,79.3,88.3,75.2,74.5,70.8,41.6,48.0,48.95,53.4,41.849999999999994,58.725,49.84166666666667,953.0,944.5,A,A
omnidan,node-emoji,36.4,24.1,71.3,60.4,38.6,34.9,24.0,52.6,50.2,58.9,64.3,37.0,71.6,34.3,56.2,37.525,46.8,48.05,49.775,45.11666666666667,866.0,841.5,A,A
expressjs,serve-favicon,33.8,0.0,43.6,56.9,26.4,0.0,0.0,42.4,37.0,34.4,57.3,40.9,45.9,0.0,19.4,17.2,26.6,33.575,26.549999999999997,25.775000000000002,370.5,324.0,D,D
request,request-promise-native,11.5,0.0,30.2,50.6,23.2,0.0,0.0,41.9,47.7,34.3,75.7,9.8,48.6,0.0,9.8,16.275,23.0,23.075000000000003,17.05,18.8,139.0,215.0,F,D
brianc,node-postgres,28.5,29.1,47.6,81.8,52.1,32.4,36.8,54.5,81.6,82.6,7.2,46.6,57.0,35.3,59.4,43.95,48.1,46.75,49.574999999999996,46.75833333333333,897.0,854.5,A,A
jasmine,jasmine,38.8,19.8,67.4,52.7,40.4,21.3,18.5,68.5,86.2,91.1,23.9,72.8,32.5,9.2,63.5,37.175,43.7,44.675,44.5,42.11666666666667,813.0,790.5,A,B
expressjs,multer,38.7,9.2,49.4,57.1,40.7,10.1,13.4,63.8,81.4,81.3,65.9,26.4,45.4,6.7,70.1,32.0,41.1,38.6,37.15,35.916666666666664,673.0,733.5,B,B
paulmillr,es6-shim,23.9,0.9,42.8,36.1,27.1,1.9,3.2,59.6,63.2,67.6,43.9,63.7,41.7,8.3,23.2,22.95,30.2,25.924999999999997,34.225,27.7,445.5,453.0,C,C
shellscape,webpack-manifest-plugin,28.7,0.0,71.0,39.4,26.7,0.0,0.0,54.2,52.4,53.2,81.3,29.9,76.8,9.0,54.2,20.225,36.1,34.775,42.475,32.49166666666667,595.0,615.0,C,B
i18next,i18next,47.4,26.6,51.5,32.6,52.8,37.8,36.1,65.4,74.6,72.8,45.2,69.2,61.8,30.0,51.0,48.025,48.7,39.525,53.0,46.85,899.0,867.5,A,A
socketio,socket.io-client,49.5,11.5,42.7,30.9,40.5,13.9,10.4,79.5,80.1,93.6,73.3,71.0,76.2,19.5,61.0,36.075,46.7,33.65,56.925,42.21666666666666,817.0,839.0,A,A
stylelint,stylelint,39.7,27.8,78.3,18.4,54.3,46.0,40.7,66.7,80.6,80.5,56.9,48.8,56.4,43.5,52.9,51.925,51.4,41.050000000000004,50.400000000000006,47.791666666666664,916.0,911.5,A,A
stephenhandley,requireindex,14.9,0.0,21.0,43.4,23.5,0.0,0.0,30.1,14.5,12.4,54.3,39.0,31.5,0.0,6.0,13.4,17.6,19.825,19.125,17.45,119.0,124.5,F,F
eslint-community,eslint-plugin-promise,17.4,4.2,72.7,8.7,31.4,2.2,0.0,40.5,44.0,38.9,64.2,15.0,58.9,6.5,75.8,18.525,31.1,25.75,39.05,27.774999999999995,449.0,487.0,C,C
expressjs,morgan,22.5,0.0,48.6,57.8,27.6,2.2,0.0,65.6,75.9,71.1,73.4,41.9,49.5,0.0,45.2,23.85,34.8,32.224999999999994,34.15,30.075,535.0,590.5,C,C
googlechrome,workbox,43.6,10.8,55.8,31.6,38.8,17.8,0.0,68.7,82.2,77.1,80.8,34.7,70.4,14.3,61.4,31.325,42.9,35.45,45.2,37.325,709.0,768.5,B,B
vuejs,core,28.9,35.0,49.3,47.0,56.6,47.6,43.9,58.2,96.9,96.9,7.3,31.8,41.1,46.1,67.0,51.575,49.8,40.05,46.5,46.041666666666664,884.0,887.0,A,A
npm,fstream,3.1,0.0,28.8,61.0,23.4,0.0,0.0,40.9,20.6,26.6,74.5,42.0,71.9,0.0,53.6,16.075,28.4,23.225,41.875,27.058333333333334,414.0,389.5,C,D
sindresorhus,debounce,61.4,27.2,52.8,76.5,31.3,11.8,16.9,41.1,38.5,34.6,59.6,31.7,37.5,10.3,49.2,25.275,37.0,54.474999999999994,32.175,37.30833333333333,707.0,636.5,B,B
luin,ioredis,34.0,17.5,83.5,53.9,42.8,15.8,7.7,64.5,84.0,82.2,46.9,45.0,63.8,13.0,67.3,32.699999999999996,45.5,47.225,47.275,42.4,820.5,819.0,A,A
ladjs,supertest,39.1,15.1,66.2,41.9,36.0,10.1,10.5,70.1,84.3,76.1,63.7,56.4,52.7,10.2,68.2,31.674999999999997,43.3,40.575,46.875,39.708333333333336,761.0,777.5,B,B
dominictarr,map-stream,3.5,0.0,17.5,90.8,23.8,0.0,0.0,32.5,16.3,15.5,61.3,36.9,33.7,0.0,18.4,14.075,21.4,27.95,22.25,21.425,198.0,176.5,F,F
cthackers,adm-zip,17.3,7.4,38.5,42.9,38.4,5.2,10.9,58.8,57.1,66.1,66.3,45.5,53.4,5.5,70.3,28.325000000000003,36.6,26.525,43.675,32.84166666666667,607.0,625.5,B,B
bgrins,TinyColor,35.7,2.1,59.9,56.9,29.9,2.6,0.0,49.1,69.5,68.6,13.2,45.2,17.5,4.8,36.0,20.4,29.5,38.65,25.875,28.308333333333334,470.0,427.5,C,C
dominictarr,event-stream,19.3,0.0,56.5,90.8,22.9,0.0,0.0,53.5,58.8,49.8,60.2,45.0,46.1,0.0,35.7,19.1,32.5,41.65,31.700000000000003,30.816666666666666,558.0,534.5,C,C
adaltas,node-csv,39.7,20.2,65.0,37.4,44.5,24.6,25.1,52.6,66.8,60.6,36.2,47.0,35.6,25.1,41.7,36.7,39.7,40.575,37.35,38.208333333333336,727.5,700.5,B,B
airbnb,javascript,28.0,20.4,68.7,61.9,47.8,32.4,31.1,74.9,99.6,99.1,65.5,35.2,48.0,35.4,73.5,46.550000000000004,52.2,44.75,48.025000000000006,46.44166666666667,891.0,922.5,A,A
janl,mustache.js,26.0,0.0,55.7,74.5,29.7,0.0,0.0,61.8,86.3,91.8,7.4,61.6,53.9,0.0,65.5,22.875,37.6,39.05,45.25,35.725,668.0,649.0,B,B
log4js-node,log4js-node,36.4,17.6,46.0,25.6,39.8,19.5,11.0,51.3,72.0,76.6,7.5,49.1,45.0,22.4,62.8,30.4,37.4,31.4,44.824999999999996,35.541666666666664,663.0,645.5,B,B
beautifier,js-beautify,33.8,35.1,86.9,26.1,47.9,38.0,33.2,71.4,77.2,85.2,57.8,65.5,55.1,35.0,69.5,47.625,52.4,45.475,56.275,49.791666666666664,952.0,928.0,A,A
AvianFlu,ncp,2.6,0.0,31.0,65.1,22.9,0.0,0.0,45.4,38.1,40.5,60.0,42.9,42.1,0.0,48.0,17.075,26.9,24.674999999999997,33.25,25.0,331.0,338.0,D,D
sindresorhus,clipboardy,14.1,1.6,53.6,76.0,31.2,3.1,6.5,43.4,54.7,36.0,68.3,14.7,41.2,5.0,42.9,21.05,30.8,36.325,25.95,27.775000000000002,450.0,475.0,C,C
eligrey,FileSaver.js,27.2,0.0,47.8,53.9,34.3,0.0,0.0,63.6,90.5,95.7,13.3,54.8,52.7,0.0,64.1,24.475,36.5,32.225,42.9,33.199999999999996,612.0,622.0,B,B
mysticatea,eslint-plugin-node,17.5,4.3,49.8,49.1,27.3,3.0,0.0,47.8,45.2,49.9,61.5,34.6,47.2,11.2,40.5,19.525,30.3,30.174999999999997,33.375,27.691666666666663,443.0,459.0,C,C
shama,gaze,7.7,0.0,48.0,87.9,22.7,0.0,0.0,52.7,48.4,52.4,74.4,35.6,44.4,0.0,38.1,18.85,30.9,35.900000000000006,29.525,28.09166666666667,460.0,478.5,C,C
csstools,postcss-normalize,12.2,0.7,65.5,49.1,24.9,4.5,6.6,40.7,42.1,23.2,80.1,17.4,56.1,3.3,7.9,19.174999999999997,26.8,31.875,21.174999999999997,24.075,286.0,334.0,D,D
helmetjs,helmet,46.6,18.2,60.7,43.2,41.7,26.3,16.8,60.3,79.4,66.3,54.9,40.5,54.5,21.5,37.2,36.275000000000006,42.1,42.175000000000004,38.425,38.958333333333336,747.0,750.5,B,B
jeremyfa,yaml.js,4.8,0.0,45.0,52.0,24.1,0.0,0.0,45.5,43.9,48.0,43.6,46.5,29.5,0.0,29.1,17.4,24.6,25.45,26.275,23.041666666666668,253.5,261.0,D,D
lovell,sharp,39.6,26.2,58.5,34.3,54.3,37.9,36.5,72.6,94.6,83.5,58.4,54.1,44.4,37.8,51.5,50.325,49.9,39.65,46.949999999999996,45.64166666666666,876.0,891.0,A,A
redis,node-redis,34.1,32.6,87.1,37.1,54.5,35.8,39.3,75.7,86.8,88.7,53.6,73.7,57.6,40.8,44.4,51.325,53.6,47.724999999999994,54.125,51.05833333333334,969.0,949.5,A,A
sindresorhus,pretty-ms,33.6,10.3,52.2,75.3,31.3,15.9,11.1,40.7,45.5,32.4,51.3,33.8,34.6,12.7,54.2,24.75,34.2,42.85,33.825,33.80833333333333,627.0,577.5,B,C
liady,webpack-node-externals,20.4,1.7,44.4,36.3,27.6,3.1,0.0,39.3,50.7,32.1,57.6,16.8,64.3,0.0,26.8,17.5,26.4,25.7,26.974999999999998,23.391666666666666,264.0,318.0,D,D
taylorhakes,promise-polyfill,28.8,8.4,47.5,57.0,31.3,15.8,11.2,56.6,58.5,64.0,60.3,43.5,65.6,11.7,55.1,28.725,38.9,35.425,43.974999999999994,36.041666666666664,676.0,675.5,B,B
angular,angular,40.9,35.5,91.1,64.7,54.2,46.7,44.2,80.8,99.0,99.0,73.8,51.6,80.5,47.5,50.2,56.474999999999994,61.7,58.05,57.449999999999996,57.324999999999996,998.0,998.0,A,A
steveukx,git-js,40.0,22.6,60.5,55.5,41.9,29.7,25.2,47.6,64.5,63.6,8.7,53.7,31.5,32.9,41.8,36.099999999999994,40.0,44.65,39.974999999999994,40.24166666666667,774.0,708.0,B,B
rollup,rollup-pluginutils,30.3,0.0,33.7,36.8,20.7,0.0,0.0,26.8,12.0,14.0,68.1,13.3,75.0,0.0,57.2,11.875,25.8,25.2,36.375,24.483333333333334,302.0,295.0,D,D
react-component,util,22.5,24.3,42.6,49.2,39.0,32.6,28.1,46.8,36.3,51.5,53.2,46.0,44.4,32.7,54.0,36.625,39.6,34.65,44.275000000000006,38.51666666666667,741.0,694.5,B,B
medikoo,cli-color,19.4,0.0,41.8,65.5,20.8,0.0,0.0,41.0,37.8,23.8,51.9,50.4,38.2,2.2,30.9,15.45,25.8,31.674999999999997,30.424999999999997,25.849999999999998,374.5,295.0,D,D
d3,d3-selection,30.8,3.0,18.9,53.2,26.4,11.5,6.7,44.6,35.0,62.7,44.2,36.6,54.3,7.3,44.0,22.3,30.3,26.475,35.55,28.108333333333334,463.0,459.0,C,C
mysticatea,npm-run-all,5.9,0.0,48.7,49.0,23.8,0.0,0.0,57.6,71.5,58.1,61.9,38.7,50.4,0.0,36.6,20.35,30.1,25.9,31.425,25.891666666666666,376.0,449.0,D,C
kangax,html-minifier,28.5,0.0,50.2,75.3,31.1,2.0,0.0,71.7,69.1,71.8,75.9,70.0,67.2,10.8,57.1,26.200000000000003,41.6,38.5,51.275000000000006,38.65833333333334,743.0,743.0,B,B
istanbuljs,nyc,31.1,0.0,58.2,24.6,34.1,7.8,0.0,50.8,71.2,65.1,49.9,17.1,42.8,0.0,44.6,23.174999999999997,30.6,28.475,26.125,25.925,377.0,469.5,D,C
alexgorbatchev,crc,25.0,0.0,40.8,73.4,23.9,0.0,0.0,43.6,26.8,33.8,58.5,55.4,55.3,0.0,36.8,16.875,29.3,34.8,36.875,29.516666666666666,519.0,419.5,C,C
segmentio,is-url,2.5,0.7,22.9,59.1,23.2,1.3,6.8,33.4,18.7,23.5,60.8,30.4,34.9,3.4,30.4,16.174999999999997,22.0,21.3,24.775,20.749999999999996,177.0,188.0,F,F
expressjs,cookie-parser,20.6,4.0,46.1,57.9,24.7,7.9,0.0,54.8,56.6,56.9,67.7,38.2,45.4,3.9,40.5,21.849999999999998,31.9,32.15,32.0,28.666666666666668,484.5,514.5,C,C
kevva,decompress,20.2,0.0,38.2,68.9,24.7,0.0,0.0,36.7,29.5,27.2,59.7,30.4,37.8,0.0,19.6,15.350000000000001,24.0,31.825000000000003,21.95,23.041666666666668,253.5,246.5,D,D
nodemailer,nodemailer,49.6,24.4,56.6,40.3,47.3,28.1,30.6,71.7,86.5,84.9,61.0,54.3,62.0,34.3,46.8,44.425000000000004,49.4,42.724999999999994,49.349999999999994,45.5,872.5,878.0,A,A
stylus,stylus,40.0,22.1,60.7,19.9,41.3,29.5,25.6,72.6,81.2,82.3,69.9,56.9,37.6,26.7,64.4,42.24999999999999,45.8,35.675000000000004,46.4,41.44166666666666,801.0,823.0,A,A
codemirror,basic-setup,0.0,0.0,19.8,22.7,21.1,0.0,0.0,14.5,12.5,16.1,29.1,0.4,24.1,0.1,2.7,8.9,10.3,10.625,6.825,8.783333333333333,23.0,38.0,F,F
hapijs,hoek,30.2,24.8,43.3,57.4,26.7,15.9,16.6,49.2,33.0,51.9,71.8,39.9,43.6,14.5,61.5,27.1,36.9,38.925,39.875,35.300000000000004,659.0,633.5,B,B
gulpjs,fancy-log,30.3,9.9,56.1,56.2,22.9,4.0,5.0,30.3,16.0,15.1,67.5,22.5,47.4,4.5,31.9,15.549999999999999,26.7,38.125,26.575,26.75,404.0,329.0,C,D
vuejs,vue-loader,32.2,29.2,24.9,47.2,39.2,23.6,25.3,67.2,69.7,80.1,71.2,48.0,83.4,25.0,41.9,38.825,45.0,33.375,49.575,40.59166666666667,785.0,813.0,B,A
chartjs,Chart.js,42.6,27.2,33.0,28.2,51.4,36.4,37.3,78.8,98.3,97.9,60.4,58.8,67.3,38.6,60.2,50.974999999999994,52.2,32.75,56.224999999999994,46.65,893.0,922.5,A,A
react-dropzone,react-dropzone,32.3,9.2,73.2,15.6,33.6,10.4,0.0,62.4,79.7,76.7,44.6,48.5,61.8,0.0,75.8,26.6,38.9,32.575,46.525,35.233333333333334,656.0,675.5,B,B
Automattic,cli-table,16.7,0.0,49.5,55.7,23.5,0.0,0.0,51.7,59.1,47.2,54.5,46.0,33.3,0.0,58.8,18.8,30.2,30.475,34.525,27.933333333333337,454.0,453.0,C,C
dreamerslab,node.inflection,13.6,19.8,48.1,66.9,20.9,13.4,5.1,42.6,34.4,25.5,61.8,48.6,54.7,7.2,50.5,20.5,32.6,37.1,40.25,32.61666666666667,602.5,538.5,B,C
nock,nock,46.2,31.3,90.5,23.6,41.5,38.0,35.2,67.2,82.8,75.5,40.2,70.3,58.4,36.7,69.7,45.474999999999994,52.1,47.9,58.775000000000006,50.71666666666667,961.0,921.0,A,A
vuejs,vue,47.5,28.7,58.9,47.3,46.1,37.6,34.4,64.9,99.8,99.5,0.5,59.9,39.0,28.8,63.4,45.75,48.4,45.599999999999994,47.775000000000006,46.375,888.0,861.5,A,A
node-cache,node-cache,19.0,0.0,49.3,49.6,28.0,5.4,0.0,50.7,58.6,47.1,41.7,55.5,61.4,0.0,51.4,21.025,32.2,29.475,42.075,30.858333333333334,560.0,526.0,C,C
NMFR,optimize-css-assets-webpack-plugin,13.2,0.0,40.9,15.7,19.4,0.0,0.0,42.4,48.5,32.6,76.3,12.1,83.3,0.0,30.7,15.45,26.1,17.45,31.525,21.474999999999998,201.5,306.0,D,D
jsdoc,jsdoc,35.4,31.3,69.1,50.3,39.8,35.5,19.2,67.8,85.7,85.8,41.3,58.5,48.8,31.0,28.4,40.574999999999996,45.5,46.525000000000006,41.675,42.92499999999999,831.0,819.0,A,A
standard,eslint-config-standard,46.3,28.5,50.4,33.8,36.1,42.4,27.1,53.1,60.5,72.0,62.9,16.9,57.9,33.5,54.6,39.675,44.2,39.75,40.725,40.050000000000004,768.0,795.5,B,B
geraintluff,tv4,4.0,0.0,54.4,57.7,19.5,0.0,0.0,43.4,48.7,53.7,37.1,34.3,37.2,0.0,45.9,15.725,26.7,29.025,29.349999999999998,24.7,314.0,329.0,D,D
inxilpro,node-app-root-path,12.7,0.0,55.6,49.0,19.5,0.0,0.0,38.6,36.7,20.0,66.0,31.5,48.8,0.0,10.6,14.525,23.6,29.325,22.725,22.191666666666666,220.0,234.5,D,D
localForage,localForage,34.2,1.2,69.5,33.4,31.3,10.5,0.0,68.0,92.8,83.6,51.0,44.8,50.8,0.0,77.5,27.45,39.8,34.575,43.275000000000006,35.1,653.0,704.0,B,B
indexzero,node-pkginfo,9.2,0.0,36.6,77.8,19.6,0.0,0.0,20.1,18.5,17.3,0.6,44.0,16.9,0.0,12.7,9.925,16.8,30.9,18.4,19.741666666666667,155.0,114.5,F,F
preactjs,preact,39.2,24.7,71.6,19.7,49.1,42.0,38.1,70.3,96.3,89.0,53.0,42.9,71.7,41.8,64.8,49.875,52.9,38.8,55.300000000000004,47.99166666666667,920.0,935.0,A,A
tdegrunt,jsonschema,15.4,8.9,56.3,68.2,31.1,10.0,6.4,50.2,55.4,59.7,47.8,37.9,43.0,3.2,64.5,24.425000000000004,35.0,37.2,37.15,32.925000000000004,610.0,592.0,B,C
vuejs,eslint-plugin-vue,37.4,30.3,41.4,47.2,50.1,39.3,39.8,61.1,68.0,73.2,66.8,36.5,44.0,39.2,70.1,47.575,48.6,39.075,47.45,44.70000000000001,855.0,865.5,A,A
vuejs,router,31.5,27.9,42.0,47.2,50.7,39.8,42.3,60.2,65.7,81.9,69.7,23.7,67.2,37.3,47.5,48.25,48.1,37.150000000000006,43.925,43.10833333333333,834.0,854.5,A,A
simov,slugify,31.6,10.4,37.1,55.0,27.4,6.6,0.0,47.8,52.2,44.3,60.7,34.0,40.1,2.5,59.5,20.45,31.7,33.525000000000006,34.025,29.333333333333332,513.0,505.0,C,C
karma-runner,karma,28.1,23.5,81.3,64.3,32.6,17.6,11.5,78.7,81.9,87.9,74.7,70.3,66.4,19.3,78.8,35.1,50.8,49.3,58.7,47.70000000000001,915.0,905.0,A,A
Unitech,pm2,40.4,22.8,83.0,79.6,46.9,30.8,29.3,71.3,96.7,92.2,38.1,58.2,47.2,23.7,49.7,44.575,50.9,56.45,44.7,48.57500000000001,931.0,907.0,A,A
gulpjs,liftoff,16.7,0.0,53.3,56.2,19.8,0.0,0.0,45.9,42.7,28.7,63.5,48.5,46.9,8.8,40.7,16.425,29.0,31.55,36.224999999999994,28.066666666666663,458.0,411.5,C,C
krisk,Fuse,55.1,30.4,60.7,31.2,37.2,23.2,10.6,62.2,87.5,77.5,28.7,55.1,34.2,23.9,50.2,33.300000000000004,41.6,44.35,40.85,39.5,759.0,743.0,B,B
timoxley,columnify,3.2,0.0,55.2,90.6,21.5,0.9,0.0,32.5,30.2,21.8,50.2,27.9,67.1,0.4,39.1,13.725,28.2,37.25,33.625,28.2,467.0,381.5,C,D
stylelint,stylelint-config-standard,30.3,20.0,56.8,18.4,32.2,26.9,23.5,44.7,51.5,43.9,50.8,32.5,54.4,27.5,59.2,31.825,37.6,31.375,43.4,35.53333333333333,662.0,649.0,B,B
coopernurse,node-pool,10.4,0.0,46.1,70.8,24.4,0.0,0.0,47.5,59.5,60.5,21.9,48.0,35.2,0.0,57.9,17.975,29.6,31.825,35.275,28.35833333333333,474.0,430.5,C,C
standard-things,esm,16.8,0.9,22.5,13.9,22.3,1.8,6.9,51.8,70.4,48.6,53.7,34.6,78.3,3.5,6.7,20.7,26.3,13.524999999999999,30.775,21.666666666666668,210.0,313.0,D,D
ogt,valid-url,2.4,0.0,34.2,66.2,20.0,0.0,0.0,32.0,21.3,17.2,58.8,30.6,41.7,0.0,29.9,13.0,22.1,25.700000000000003,25.549999999999997,21.416666666666668,197.0,190.0,F,F
tleunen,babel-plugin-module-resolver,6.7,0.0,40.2,39.5,20.1,0.0,0.0,49.6,64.9,56.2,62.7,14.5,73.5,0.0,55.5,17.425,30.2,21.6,35.875,24.96666666666667,328.0,453.0,D,C
mathisonian,command-exists,3.4,0.0,50.9,66.2,20.1,0.0,0.0,30.9,17.7,15.8,68.9,21.3,61.3,0.0,60.9,12.75,27.1,30.125,35.875,26.25,386.0,346.5,D,D
kevva,download,8.0,3.5,36.3,69.0,20.1,6.7,0.0,48.2,50.3,55.1,57.7,29.9,47.3,0.0,54.2,18.75,30.0,29.2,32.85,26.933333333333337,408.0,444.5,C,C
TooTallNate,node-plist,8.9,8.7,44.3,78.5,26.5,8.2,19.1,38.2,33.3,44.9,26.8,47.9,54.0,15.5,54.1,23.0,33.1,35.099999999999994,42.875,33.65833333333333,626.0,555.0,B,C
d3,d3,37.2,25.4,19.6,53.5,46.5,30.9,34.9,80.7,99.3,98.8,49.4,75.5,52.9,36.1,45.5,48.25,49.2,33.925,52.5,44.89166666666667,862.5,875.5,A,A
karma-runner,karma-chrome-launcher,7.4,1.9,49.9,64.5,21.7,9.7,0.0,50.3,32.2,45.2,74.0,49.7,71.7,10.3,56.3,20.425,34.4,30.924999999999997,47.0,32.78333333333333,606.0,582.5,B,C
SamVerschueren,listr,4.2,0.0,59.8,59.0,22.2,0.0,0.0,44.0,64.0,45.3,56.8,10.1,45.6,0.0,56.1,16.55,29.0,30.75,27.95,25.083333333333332,333.5,411.5,D,C
sass,node-sass,43.3,24.8,73.2,46.5,34.2,7.4,0.0,75.7,77.4,84.6,75.6,65.2,51.1,17.6,41.1,29.325000000000003,43.3,46.95,43.75,40.00833333333333,767.0,777.5,B,B
ladjs,consolidate,0.0,11.5,37.0,41.7,28.7,17.5,19.3,11.7,8.1,7.3,27.5,3.9,25.9,16.5,73.9,19.3,23.7,22.55,30.050000000000004,23.96666666666667,280.5,238.0,D,D
webpack-contrib,stylus-loader,30.4,19.6,62.2,62.5,31.3,26.1,27.0,46.2,33.7,40.1,68.8,42.0,64.2,27.6,52.5,32.650000000000006,41.5,43.675,46.575,40.96666666666667,796.0,740.0,B,B
yeikos,js.merge,11.0,5.9,34.6,50.0,21.7,12.8,10.7,38.7,19.4,24.7,66.9,44.0,50.6,9.4,22.6,20.975,26.7,25.375,31.650000000000002,26.0,379.0,329.0,D,D
expressjs,session,47.6,27.7,59.5,57.4,36.6,25.9,23.4,52.6,72.8,80.7,8.6,48.2,25.2,23.5,59.7,34.625,41.3,48.05,39.150000000000006,40.608333333333334,787.0,735.5,B,B
react-bootstrap,react-bootstrap,40.7,28.9,62.6,37.5,47.3,36.3,38.6,75.5,91.4,94.6,65.7,50.4,73.8,37.2,52.8,49.425,53.3,42.425000000000004,53.550000000000004,48.46666666666667,927.0,942.5,A,A
stylelint-scss,stylelint-scss,29.1,30.7,73.8,11.2,40.6,41.0,32.7,41.5,43.1,38.4,48.0,36.3,58.0,38.4,71.1,38.95,42.9,36.199999999999996,50.95,42.03333333333334,812.0,768.5,A,B
palantir,tslint,30.4,0.0,39.5,51.6,18.2,0.0,0.0,70.1,72.3,79.8,70.8,57.5,76.9,0.0,61.7,22.075,38.2,30.375,49.025000000000006,33.825,630.0,662.5,B,B
bvaughn,react-virtualized,29.2,0.0,82.3,47.0,27.8,6.3,0.0,60.6,93.2,93.7,36.7,18.9,73.5,0.0,73.0,23.675,40.1,39.625,41.35,34.88333333333333,649.0,711.5,B,B
xmldom,xmldom,22.6,24.4,64.1,1.9,37.6,40.6,30.7,34.8,25.4,37.5,56.5,19.8,58.7,38.0,60.9,35.925,38.0,28.25,44.35,36.175000000000004,681.0,658.5,B,B
gulpjs,plugin-error,7.4,0.0,43.7,56.0,22.5,0.0,0.0,28.0,10.0,13.2,64.5,24.2,49.9,0.0,32.0,12.625,22.4,26.775,26.525000000000002,21.974999999999998,216.0,197.5,D,F
Automattic,mongoose,44.0,30.1,85.9,55.6,54.5,47.0,40.9,84.7,93.7,94.7,75.3,75.0,55.0,43.9,42.7,56.775,58.3,53.9,54.15,54.94166666666666,995.0,992.0,A,A
karma-runner,karma-jasmine,15.0,13.7,41.9,64.2,26.2,9.7,7.0,53.1,34.7,50.7,73.7,53.5,73.1,13.2,65.2,24.0,37.9,33.7,51.25,36.31666666666667,683.0,656.5,B,B
jaredhanson,passport,30.8,8.0,64.4,84.4,38.1,18.7,7.1,69.7,91.5,83.3,61.4,42.4,46.2,9.5,40.0,33.4,42.5,46.900000000000006,34.525,38.275000000000006,733.0,761.0,B,B
jinder,path,2.9,0.0,29.3,49.5,21.6,1.0,0.0,32.7,16.9,36.1,58.6,19.3,39.1,0.0,11.2,13.825000000000001,19.4,20.425,17.4,17.216666666666665,116.0,143.0,F,F
chjj,blessed,22.3,0.0,52.8,62.1,25.4,0.0,0.0,55.8,81.1,70.8,37.2,34.2,30.0,0.0,10.7,20.299999999999997,28.0,34.3,18.725,24.441666666666663,301.0,372.5,D,D
Pomax,react-onclickoutside,12.2,0.0,56.0,51.0,18.7,0.0,0.0,45.9,55.9,53.6,46.0,28.1,70.6,0.0,69.5,16.15,32.1,29.8,42.05,29.333333333333332,513.0,523.0,C,C
