owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
floatdrop,gulp-plumber,28.6,0.0,0.0,37.6,77.0,2.3,7.0,0.0,0.0,35.2,41.7,20.1,51.7,27.2,21.0,40.7,0.0,22.4,21.4,21.8,37.7,11.175,28.65,22.575,20.8,202.0,D,210.0,D,-0.8002834679721635,D,-0.8100282265010033,D
restify,node-restify,40.9,29.9,13.6,75.2,44.9,16.6,20.4,13.8,15.7,54.4,80.4,80.8,1.0,55.3,37.0,28.5,16.4,66.1,59.3,37.2,55.199999999999996,26.275000000000002,40.9,41.575,36.25,688.0,B,659.0,B,0.5414423216692489,B,0.4136633880716862,C
apollographql,react-apollo,25.9,0.0,0.0,64.9,38.7,2.9,8.7,0.0,0.0,55.5,73.9,77.2,36.3,34.5,38.7,64.7,0.0,51.5,51.3,30.7,62.466666666666676,17.791666666666668,25.900000000000002,37.675,27.122222222222224,446.0,C,493.5,C,-0.25124213441879156,C,-0.1028298258713323,C
postcss,gulp-postcss,33.7,33.6,6.1,44.2,51.1,10.9,12.0,12.6,8.2,40.1,40.6,33.9,45.5,40.5,33.2,39.2,7.7,52.8,28.5,29.5,39.93333333333333,18.183333333333334,33.75,35.05,28.994444444444444,521.0,C,448.5,C,-0.08865256551941884,C,-0.19818241921465868,C
OverZealous,run-sequence,20.3,0.0,0.0,36.8,44.4,2.9,8.7,0.0,0.0,36.6,45.5,29.4,44.5,26.9,25.1,56.1,0.0,19.1,25.9,21.2,39.800000000000004,12.125,20.299999999999997,25.525,19.316666666666666,165.0,F,195.5,F,-0.92910072285683,D,-0.8577045231726665,D
koajs,logger,32.7,0.0,0.0,59.8,71.1,2.9,8.8,0.0,0.0,31.3,35.5,40.0,19.0,30.6,30.3,34.6,0.0,56.3,26.1,24.3,31.599999999999998,10.1,32.724999999999994,30.375,24.399999999999995,344.0,D,275.0,D,-0.48764833252173784,C,-0.6113769903690732,D
jaredhanson,passport-oauth,30.7,0.0,1.3,37.2,84.5,3.1,8.8,0.6,0.0,29.4,15.9,27.4,31.9,42.3,16.4,37.8,0.0,11.4,15.5,19.9,25.03333333333333,8.608333333333334,30.75,22.875,20.744444444444444,199.0,F,161.5,F,-0.8051080842599789,D,-0.9610031659612702,D
hughsk,vinyl-source-stream,31.3,0.0,0.0,36.9,88.3,2.9,8.8,0.0,0.0,27.9,26.6,19.0,39.2,27.0,22.0,33.9,0.0,32.0,16.2,21.0,28.333333333333332,9.283333333333333,31.299999999999997,23.225,21.269444444444442,213.0,D,187.0,F,-0.7595154603401252,D,-0.873596622063221,D
MoOx,postcss-cssnext,27.3,0.0,0.0,55.9,53.2,3.0,8.9,0.0,0.0,52.7,70.7,56.5,42.1,41.4,40.4,77.3,0.0,43.8,43.4,30.8,56.36666666666667,16.316666666666666,27.275,40.625,28.072222222222223,484.0,C,499.5,C,-0.16874119589715136,C,-0.09488377642605499,C
ivogabe,gulp-typescript,15.4,0.0,0.0,29.7,31.9,3.0,8.9,0.0,0.0,42.5,41.9,46.9,34.2,47.0,34.2,53.0,0.0,49.6,30.6,23.8,40.833333333333336,12.433333333333334,15.399999999999999,37.4,21.744444444444444,242.0,D,257.0,D,-0.718264991079305,D,-0.6511072375954592,D
sindresorhus,gulp-filter,41.1,21.0,5.9,60.3,77.3,13.5,17.0,7.6,15.8,30.2,25.9,22.4,37.5,35.1,28.2,31.5,12.4,40.6,20.6,28.3,28.5,17.225,41.125,29.9,29.416666666666668,534.0,C,414.0,C,-0.051985481732023005,C,-0.29353501255798503,C
adametry,gulp-eslint,21.1,0.0,0.0,54.9,29.6,2.2,6.5,0.0,0.0,37.2,35.7,43.7,40.1,29.3,42.2,63.8,0.0,62.8,27.2,25.7,39.73333333333333,11.558333333333332,21.125,38.975,23.88611111111111,315.0,D,322.0,D,-0.5322760331840284,D,-0.5001322981351924,D
sindresorhus,gulp-imagemin,38.9,17.1,0.8,62.1,75.6,7.4,12.2,1.6,8.3,49.0,56.3,51.2,51.2,37.1,30.6,36.0,7.2,48.6,38.3,31.5,52.833333333333336,18.733333333333334,38.9,32.225,29.95277777777778,550.0,C,531.0,C,-0.005427934554606109,C,-0.03926143030911462,C
hughsk,vinyl-buffer,30.3,0.0,0.0,33.1,88.2,2.0,6.0,0.0,0.0,22.0,14.3,11.6,36.6,25.6,17.3,32.9,0.0,18.9,9.3,17.9,20.7,6.675,30.325000000000003,19.35,18.783333333333335,158.0,F,135.0,F,-0.9754170392198559,D,-1.1199241548668144,D
jaredhanson,connect-flash,31.2,0.0,0.0,40.7,84.1,2.0,6.0,0.0,0.0,46.5,49.6,49.5,47.4,39.6,16.3,42.7,0.0,6.2,33.7,24.0,48.76666666666667,13.691666666666668,31.2,22.125,22.33888888888889,260.0,D,262.5,D,-0.666641596799682,D,-0.6352151387049049,D
palantir,tslint-react,20.6,0.0,0.0,30.9,51.5,2.0,6.1,0.0,0.0,34.1,40.0,35.9,34.1,26.4,30.8,49.5,0.0,42.9,26.0,21.9,36.599999999999994,10.674999999999999,20.6,29.700000000000003,20.325,190.0,F,212.0,D,-0.8415339372329838,D,-0.8020821770557262,D
karma-runner,karma-phantomjs-launcher,25.5,0.0,0.0,38.2,64.0,2.0,6.1,0.0,0.0,37.7,24.0,45.8,47.6,33.5,38.2,67.1,0.0,47.6,23.9,25.9,39.13333333333333,11.308333333333334,25.55,37.05,24.63611111111111,350.0,D,326.5,D,-0.4671437132985229,C,-0.48424019924463807,C
s-panferov,awesome-typescript-loader,32.0,0.0,0.0,77.1,50.8,2.0,6.1,0.0,0.0,44.6,59.7,52.9,37.9,27.9,33.0,65.5,0.0,33.4,38.2,27.9,50.1,14.05,31.974999999999998,31.700000000000003,25.90833333333333,412.0,C,398.5,D,-0.35666000030755435,C,-0.32531921033909406,C
gruntjs,grunt-contrib-jshint,33.0,0.0,15.1,46.1,71.0,14.8,12.1,14.6,17.8,49.1,39.0,55.7,55.3,46.5,49.2,64.7,16.2,66.5,36.5,36.5,49.93333333333334,23.60833333333333,33.05,48.474999999999994,35.044444444444444,661.0,B,644.0,B,0.4367481482236586,C,0.3580410419547455,C
clessg,progress-bar-webpack-plugin,20.0,0.0,0.0,35.4,44.5,2.1,6.2,0.0,0.0,25.6,30.7,24.7,33.4,13.7,24.8,32.6,0.0,41.9,19.2,18.1,29.46666666666667,8.916666666666668,19.975,22.05,16.980555555555558,122.0,F,137.5,F,-1.1319758377594598,D,-1.1040320559762598,D
gulp-community,gulp-less,21.7,0.2,0.0,35.1,51.7,3.1,9.2,0.0,0.0,39.9,35.4,42.7,42.6,39.0,34.0,37.9,0.0,64.2,27.1,24.7,40.166666666666664,12.341666666666665,21.75,35.275,23.122222222222224,289.0,D,288.5,D,-0.5986145071414873,D,-0.5795927925879645,D
jackfranklin,gulp-load-plugins,39.0,0.0,0.0,81.6,74.4,1.9,5.7,0.0,0.0,36.9,40.2,29.7,42.2,35.5,37.1,51.1,0.0,60.0,23.9,28.7,37.300000000000004,10.750000000000002,39.0,36.65,28.8,511.0,C,425.0,C,-0.10553872252677197,C,-0.26175081477687634,C
floatdrop,gulp-watch,30.6,0.7,0.0,44.6,77.0,3.0,9.1,0.0,0.0,38.5,37.2,41.4,40.4,35.1,35.5,63.1,0.0,43.4,27.2,26.9,39.6,12.175,30.575000000000003,35.4,26.05,418.0,C,367.5,D,-0.34435722877362535,C,-0.4047797047918661,C
buglabs,node-xml2json,26.1,0.0,0.0,30.7,73.6,1.9,5.8,0.0,0.0,37.3,42.0,56.0,7.6,43.7,35.0,45.9,0.0,59.1,33.3,25.1,33.93333333333333,9.933333333333332,26.075,37.175,24.394444444444446,343.0,D,302.0,D,-0.4881307941505188,C,-0.5478085948068555,D
jdesboeufs,connect-mongo,40.7,32.6,17.6,72.2,40.2,15.5,19.7,10.9,15.9,52.8,57.4,65.3,43.2,45.3,48.6,73.7,14.4,57.6,46.1,39.4,55.26666666666667,25.44166666666667,40.650000000000006,47.75,37.94722222222222,731.0,B,704.5,B,0.6888343492620038,B,0.5884764758677843,B
loganfsmyth,babel-plugin-transform-decorators-legacy,21.4,0.0,0.0,37.4,48.2,2.0,5.9,0.0,0.0,31.6,42.4,28.6,41.2,14.1,20.8,48.5,0.0,13.8,24.3,18.9,37.266666666666666,10.791666666666666,21.4,19.099999999999998,17.097222222222218,124.0,F,145.5,F,-1.1218441435550484,D,-1.0404636604140423,D
maritz,node-sprintf,19.5,0.0,0.0,26.9,51.2,2.0,5.9,0.0,0.0,26.1,13.9,12.9,31.1,46.4,20.0,28.2,0.0,31.8,9.6,16.9,19.3,6.300000000000001,19.525,26.6,17.474999999999998,132.0,F,126.0,F,-1.0890367527979046,D,-1.1993846493195863,D
ryanmcgrath,wrench-js,18.3,0.0,0.0,29.7,43.6,2.0,5.9,0.0,0.0,36.6,31.0,33.3,33.6,48.7,25.4,29.0,0.0,47.1,22.1,20.6,32.5,9.6,18.325,31.2,19.708333333333332,176.0,F,174.0,F,-0.8950871780277327,D,-0.9053808198443296,D
pull-stream,pull-stream,27.6,0.0,0.0,52.3,58.2,2.0,6.0,0.0,0.0,36.9,41.1,35.0,38.4,33.1,24.1,30.8,0.0,41.5,26.0,22.7,38.166666666666664,11.041666666666666,27.625,26.35,21.67222222222222,240.0,D,233.0,D,-0.7245369922534648,D,-0.7385137814935085,D
mikaelbr,gulp-notify,29.4,0.0,0.0,54.5,63.3,2.8,7.6,0.7,0.0,33.3,36.6,23.3,43.7,29.6,26.3,52.4,0.0,26.4,20.9,22.9,34.333333333333336,10.658333333333335,29.45,27.1,22.402777777777782,264.0,D,238.0,D,-0.6610932880686942,D,-0.7226216826029542,D
evilstreak,markdown-js,24.2,0.0,0.0,46.7,50.0,2.5,7.6,0.0,0.0,53.4,75.6,79.3,8.4,50.2,21.9,26.0,0.0,39.5,52.5,25.5,52.76666666666666,15.091666666666665,24.175,28.925,22.730555555555554,271.0,D,315.0,D,-0.6326280519705848,D,-0.5160243970257468,D
Polymer,polymer,39.4,35.0,13.5,67.4,41.8,9.0,11.3,15.6,0.0,66.3,91.3,89.8,21.5,62.8,45.8,52.2,8.2,76.8,63.4,40.1,67.5,23.599999999999998,39.425,50.0,37.675,725.0,B,725.0,B,0.665193729451709,B,0.6440988219847249,B
jprichardson,string.js,33.7,0.0,0.0,51.7,83.2,2.6,7.7,0.0,0.0,40.9,55.7,57.5,8.5,41.7,26.8,33.6,0.0,46.8,38.6,26.0,38.9,11.65,33.725,30.525000000000002,25.3,385.0,D,330.5,D,-0.4094895486591308,C,-0.4762941497993608,C
goldhand,sw-precache-webpack-plugin,25.7,0.0,0.0,49.4,53.5,2.6,7.7,0.0,0.0,40.0,52.8,42.5,55.2,9.6,36.3,78.8,0.0,30.1,32.6,26.2,50.1,14.450000000000001,25.725,29.625,23.26666666666667,292.0,D,343.0,D,-0.5860705047931677,D,-0.4604020509088064,C
spalger,gulp-jshint,19.3,0.0,0.0,48.2,29.0,2.6,7.8,0.0,0.0,34.2,29.9,33.4,43.4,30.2,38.4,57.5,0.0,57.7,22.0,23.6,35.5,10.825,19.3,36.35,22.15833333333333,255.0,D,254.5,D,-0.6823215997350817,D,-0.6669993364860135,D
nuysoft,Mock,22.5,12.6,0.0,33.8,43.6,4.3,13.0,0.0,0.0,58.6,89.1,92.8,8.6,44.0,16.9,35.0,0.0,15.8,62.1,25.6,61.83333333333332,18.70833333333333,22.5,23.7,21.63611111111111,238.0,D,319.0,D,-0.7276729928405448,D,-0.5080783475804694,D
stylus,nib,13.8,0.0,0.0,35.2,20.1,2.6,7.8,0.0,0.0,54.2,56.9,59.1,39.1,61.7,38.6,48.3,0.0,67.7,39.5,27.3,51.666666666666664,14.866666666666665,13.825000000000001,44.425,24.37222222222222,340.0,D,381.5,D,-0.4900606406656452,C,-0.37299550701075707,C
sun-zheng-an,gulp-shell,20.9,0.0,0.0,38.6,45.2,2.4,7.3,0.0,0.0,34.8,33.2,30.5,37.0,38.3,32.0,65.0,0.0,31.1,22.0,22.5,33.43333333333333,10.183333333333332,20.950000000000003,33.599999999999994,21.577777777777772,235.0,D,224.0,D,-0.732738839942751,D,-0.7544058803840629,D
caolan,highland,31.0,0.0,0.0,43.6,80.4,2.5,7.4,0.0,0.0,45.5,65.1,50.6,29.8,36.7,45.3,63.5,0.0,72.3,39.4,31.1,48.5,13.975,31.0,43.125,29.366666666666664,531.0,C,512.5,C,-0.05632763639105707,C,-0.07104562809022331,C
ftlabs,fastclick,24.3,0.0,0.0,45.3,51.8,2.5,7.4,0.0,0.0,66.7,88.7,94.0,39.7,44.3,23.4,30.6,0.0,39.6,61.7,29.2,74.13333333333333,20.383333333333333,24.275,28.625,24.427777777777777,345.0,D,439.5,C,-0.48523602437782987,C,-0.22202056755049035,C
jamestalmage,cli-table2,29.9,0.0,0.0,47.5,72.1,2.5,7.4,0.0,0.0,24.5,23.4,22.6,32.3,19.6,16.6,33.4,0.0,16.4,16.2,18.4,26.099999999999998,8.375,29.9,17.35,18.541666666666668,151.0,F,139.5,F,-0.9964041200718522,D,-1.0801939076404283,D
serialport,node-serialport,38.5,25.0,30.8,85.1,13.2,28.4,27.7,39.8,17.7,64.2,71.7,81.1,31.5,72.5,46.9,56.0,30.1,54.6,60.4,44.5,61.43333333333334,36.65833333333333,38.525,53.3,42.82777777777778,834.0,A,815.0,A,1.1126768901465713,B,0.9937249975769218,B
nathanpeck,clui,17.9,0.0,0.0,26.9,44.8,1.8,5.4,0.0,0.0,34.1,54.3,27.1,30.7,24.2,16.4,31.4,0.0,17.8,27.7,17.6,37.300000000000004,10.675,17.924999999999997,18.35,15.65,108.0,F,133.0,F,-1.2475253978526344,D,-1.1437623032026456,D
hapijs,hapi,38.5,23.1,27.3,46.5,57.2,23.8,25.7,20.8,24.8,64.4,85.4,84.8,33.5,54.0,45.4,31.9,23.2,81.2,64.7,43.0,67.89999999999999,34.8,38.525,47.574999999999996,40.29999999999999,786.0,B,785.5,B,0.8931568490509775,B,0.8745342558977637,B
baryon,tracer,24.6,0.0,2.1,52.3,44.1,3.8,5.7,4.9,0.7,42.4,48.4,44.2,29.6,47.5,36.6,51.6,0.3,57.8,32.1,26.8,40.666666666666664,12.991666666666667,24.625,39.3,25.638888888888886,404.0,C,363.0,D,-0.3800593893034583,C,-0.4127257542371431,C
louischatriot,nedb,30.5,16.0,0.0,53.9,52.2,2.8,8.4,0.0,0.0,57.6,84.2,81.2,32.7,32.5,24.1,37.7,0.0,34.5,56.1,28.8,66.03333333333335,18.608333333333338,30.525000000000002,26.175,25.102777777777778,375.0,D,429.0,C,-0.4266169364808749,C,-0.25380476533159907,C
Timer,fork-ts-checker-webpack-plugin,20.8,0.0,0.0,38.5,44.8,1.7,5.0,0.0,0.0,14.4,3.0,9.1,43.1,2.2,39.5,45.9,0.0,72.6,4.6,19.1,18.066666666666666,5.766666666666667,20.825,30.175,18.92222222222222,161.0,F,148.0,F,-0.9633554985003182,D,-1.0245715615234876,D
nodegit,nodegit,36.6,35.7,8.9,60.5,41.1,12.9,15.6,13.9,9.3,61.3,71.4,74.4,29.3,70.2,45.5,50.8,13.9,71.8,52.9,39.1,58.366666666666674,24.291666666666668,36.550000000000004,51.675,37.50555555555555,721.0,B,696.0,B,0.6504786497738726,B,0.5646383275319529,B
pouchdb,pouchdb,42.3,30.5,34.6,46.2,57.8,35.0,29.6,42.1,33.2,68.8,86.4,86.4,31.3,71.2,50.6,38.7,37.6,75.5,69.3,49.2,68.03333333333335,43.233333333333334,42.275000000000006,55.75,47.08611111111111,909.0,A,886.0,A,1.4824837286076071,B,1.3671893215049504,B
sindresorhus,unique-random-array,30.9,0.0,0.0,49.0,74.8,1.7,5.1,0.0,0.0,20.0,14.0,11.9,32.8,21.4,18.2,31.7,0.0,23.1,9.2,17.7,19.566666666666666,6.166666666666666,30.95,19.049999999999997,18.72222222222222,155.0,F,134.0,F,-0.9807241171364529,D,-1.1358162537573686,D
jupyterlab,jupyterlab,40.1,26.6,27.6,78.1,27.9,42.5,37.6,46.3,43.6,61.4,84.4,93.3,29.9,38.0,67.6,61.0,46.9,94.9,73.4,52.9,69.2,49.175,40.05,60.2,49.80833333333334,952.5,A,947.0,A,1.7188899267105535,A,1.6611931509802067,A
dthree,vorpal,13.8,0.0,0.0,44.5,10.5,3.0,5.1,3.9,0.0,44.7,71.6,63.4,29.5,14.4,36.7,40.4,0.0,69.7,46.0,24.5,54.79999999999999,15.949999999999998,13.75,31.125,20.275,188.0,F,283.5,D,-0.8458760918920175,D,-0.5954848914785188,D
hapijs,inert,26.6,0.0,3.6,45.1,57.8,3.0,5.2,4.0,0.0,26.1,22.4,25.9,30.6,25.6,29.6,28.5,5.5,54.8,17.1,21.3,26.133333333333336,8.833333333333334,26.625,28.6,21.352777777777778,220.0,D,199.0,F,-0.7522785359084022,D,-0.8497584737273892,D
EvanOxfeld,node-unzip,23.6,0.0,0.0,35.8,58.8,1.6,4.7,0.0,0.0,38.9,37.0,64.4,17.1,37.2,17.7,33.9,0.0,19.2,34.3,20.5,39.46666666666667,11.041666666666668,23.65,22.575,19.08888888888889,162.0,F,172.5,F,-0.9488816496368724,D,-0.9133268692896069,D
cloudhead,node-static,30.7,0.1,0.0,52.8,70.0,2.7,8.0,0.0,0.0,50.5,58.8,59.9,35.8,47.5,35.1,51.6,0.0,53.6,40.5,29.7,51.43333333333334,14.858333333333334,30.725,38.175,27.91944444444444,479.0,C,457.5,C,-0.1820088906886436,C,-0.18229032032410433,C
danwrong,restler,28.0,0.0,0.0,47.7,64.2,1.6,4.7,0.0,0.0,51.0,57.9,67.2,29.4,49.4,31.0,29.8,0.0,63.3,42.2,27.9,51.46666666666667,14.041666666666668,27.975,35.625,25.880555555555556,411.0,C,398.5,D,-0.35907230845146176,C,-0.32531921033909406,C
alibaba,BizCharts,27.0,13.6,4.5,40.8,49.0,9.0,17.2,9.1,0.8,49.0,72.7,73.8,30.0,19.3,34.6,44.7,0.4,58.6,51.8,29.9,58.833333333333336,21.483333333333334,26.975,30.750000000000004,26.402777777777782,422.0,C,468.0,C,-0.3137209153459984,C,-0.16639822143355,C
metalsmith,metalsmith,40.4,28.7,19.9,86.9,26.2,12.7,14.4,14.2,9.4,53.8,76.1,73.0,30.1,36.0,35.8,39.4,14.9,53.2,53.9,35.7,59.73333333333333,24.433333333333334,40.425,35.875,33.577777777777776,633.0,B,624.0,B,0.30937827822533664,C,0.2944726463925281,C
zilverline,react-tap-event-plugin,22.7,0.0,0.0,29.1,61.5,1.6,4.8,0.0,0.0,36.3,47.0,42.1,33.2,22.8,18.7,24.2,0.0,31.8,30.2,19.8,40.7,11.375,22.65,19.7,17.90833333333333,137.0,F,158.5,F,-1.0514047457529458,D,-0.9689492154065473,D
slushjs,gulp-install,23.8,0.0,0.0,47.2,48.2,1.6,4.9,0.0,0.0,24.3,15.4,25.1,30.8,25.8,22.4,34.1,0.0,33.1,14.0,18.0,23.8,7.175000000000001,23.85,23.25,18.09166666666667,140.0,F,136.0,F,-1.0354835120031554,D,-1.111978105421537,D
sindresorhus,gulp-template,34.5,0.0,0.8,62.3,74.8,2.6,5.2,1.7,0.9,29.7,24.5,35.8,29.7,28.9,17.7,25.7,3.9,23.7,21.0,21.1,29.866666666666664,9.416666666666666,34.474999999999994,20.549999999999997,21.480555555555554,229.0,D,191.0,F,-0.7411819184464273,D,-0.8656505726179436,D
shockie,node-iniparser,10.5,0.0,0.0,20.8,21.2,2.2,6.5,0.0,0.0,26.8,14.1,16.9,29.0,47.0,15.1,22.9,0.0,22.3,11.1,13.6,19.933333333333334,6.608333333333333,10.5,23.05,13.386111111111111,78.0,F,85.5,F,-1.444128511581105,D,-1.4616042810137342,D
redis,hiredis-node,17.3,0.0,0.0,32.0,37.1,2.2,6.6,0.0,0.0,30.7,25.2,36.9,12.9,48.0,23.3,19.2,0.0,50.8,21.4,18.4,24.866666666666664,7.866666666666665,17.275,29.5,18.21388888888889,142.0,F,139.5,F,-1.024869356169962,D,-1.0801939076404283,D
alibaba-fusion,next,33.0,38.3,33.3,42.2,18.0,40.4,36.9,44.3,39.9,44.5,68.2,71.9,4.5,33.2,61.5,64.4,43.5,76.6,60.2,44.8,49.00000000000001,42.525000000000006,32.95,54.425,43.300000000000004,843.0,A,820.0,A,1.1536861285930005,B,1.0175631459127532,B
iview,iview,22.4,14.6,0.0,52.3,22.8,4.4,12.2,0.8,0.0,63.3,92.6,95.4,31.6,33.7,52.2,73.7,0.0,82.8,64.1,35.6,73.2,21.55,22.424999999999997,47.55,30.50833333333333,567.0,C,621.5,B,0.04281822832354561,C,0.2865265969472508,C
phosphorjs,phosphor,18.0,0.0,0.0,33.0,38.8,2.2,6.7,0.0,0.0,35.8,46.4,51.4,27.2,18.1,42.8,67.9,0.0,60.4,33.3,24.7,41.6,12.075000000000001,17.95,36.6,22.208333333333332,256.0,D,288.5,D,-0.6779794450760479,D,-0.5795927925879645,D
ipfs,js-ipfs,28.9,0.0,0.0,70.7,44.9,2.2,6.7,0.0,0.0,59.9,75.1,83.6,26.3,54.5,45.4,48.8,16.8,70.5,53.6,34.1,61.666666666666664,17.091666666666665,28.9,47.65,31.213888888888885,582.0,C,587.5,C,0.1040908551787989,C,0.16733585526809278,C
johnagan,clean-webpack-plugin,19.0,0.0,0.0,37.4,38.5,2.2,6.7,0.0,0.0,46.7,57.6,46.5,57.5,25.1,32.6,53.0,0.0,44.8,35.4,25.1,53.800000000000004,15.125000000000002,18.975,30.725,21.608333333333334,236.0,D,302.0,D,-0.7300853009844521,D,-0.5478085948068555,D
atomist,automation-client,22.7,0.0,0.0,59.1,31.6,2.3,6.8,0.0,0.0,20.8,9.3,13.8,27.7,32.2,45.0,62.2,0.0,72.9,8.5,22.7,16.900000000000002,5.925000000000001,22.675,41.825,23.475000000000005,296.0,D,233.0,D,-0.5679781937138604,D,-0.7385137814935085,D
sindresorhus,query-string,43.1,17.7,10.2,69.4,75.3,7.2,15.8,6.0,0.0,67.9,73.7,68.7,80.2,48.9,38.6,42.1,6.3,67.2,49.9,39.2,74.2,24.0,43.150000000000006,41.125,36.09166666666667,686.0,B,698.5,B,0.5276921652489757,B,0.5725843769772302,B
plone,volto,55.4,28.1,29.4,79.7,84.2,42.4,37.0,47.1,43.2,42.3,30.1,71.6,26.9,40.8,61.7,68.1,46.5,70.5,48.0,50.5,42.800000000000004,42.525000000000006,55.35000000000001,56.474999999999994,51.45000000000001,973.0,A,908.5,A,1.8614573380154937,A,1.470487964293554,B
gaearon,react-hot-loader,39.6,12.1,0.0,84.1,62.3,3.8,11.5,0.0,0.0,65.7,82.5,77.3,52.7,50.5,51.7,83.7,0.0,71.4,54.5,40.2,70.83333333333333,20.583333333333332,39.625,51.400000000000006,37.202777777777776,716.0,B,728.5,B,0.6241844910052797,B,0.6520448714300022,B
react-component,rc-tools,19.5,0.0,0.0,28.7,49.4,2.1,6.4,0.0,0.0,24.2,20.6,28.9,27.9,19.4,30.9,43.6,0.0,49.2,17.2,19.2,25.766666666666666,8.041666666666666,19.525,28.050000000000004,18.538888888888888,150.0,F,149.5,F,-0.9966453508862432,D,-1.0166255120782106,D
darekf77,morphi,15.2,0.0,9.0,17.6,34.4,12.1,9.4,18.0,8.9,11.0,8.9,5.8,25.6,3.9,47.3,67.6,21.6,52.8,8.9,21.4,13.5,12.45,15.25,36.475,21.391666666666666,223.5,D,202.0,D,-0.7489013045069316,D,-0.8418124242821122,D
e1-bsd,omni-common-ui,15.9,0.0,0.0,39.2,24.6,1.3,3.9,0.0,0.0,15.8,8.0,8.7,18.1,28.6,34.3,70.8,0.0,32.2,6.0,16.9,11.533333333333333,3.8583333333333334,15.950000000000001,32.9,17.569444444444443,134.0,F,126.0,F,-1.0808349051086188,D,-1.1993846493195863,D
facebook,nuclide,25.4,0.0,0.0,54.8,47.0,1.3,3.9,0.0,0.0,54.8,76.0,74.3,24.6,44.1,48.2,74.2,0.0,70.3,50.5,32.4,58.300000000000004,15.55,25.45,47.15,29.383333333333336,533.0,C,548.5,C,-0.05488025150471197,C,0.03225301469838009,C
electrode-io,electrode,30.0,0.0,21.9,59.0,39.1,20.1,10.3,31.0,19.0,39.3,58.3,62.5,27.8,8.6,50.9,66.8,26.4,59.3,47.0,35.1,49.46666666666667,27.441666666666666,30.0,40.275,32.57222222222222,613.0,B,608.0,B,0.2220527234158814,C,0.24679634972086478,C
wintercounter,mhy,19.1,0.0,0.0,43.9,32.5,5.3,4.0,11.8,0.0,21.5,17.4,20.0,18.2,30.5,18.7,39.4,0.0,16.7,14.2,16.1,18.099999999999998,8.475,19.1,21.65,16.408333333333335,117.0,F,112.5,F,-1.1816693855239566,D,-1.2629530448818038,D
dexteryy,Project-WebCube,24.4,0.0,0.0,29.0,68.8,1.3,4.0,0.0,0.0,16.4,17.9,14.7,21.6,11.6,22.8,64.7,0.0,3.6,11.3,16.2,17.966666666666665,5.491666666666666,24.45,19.974999999999998,16.63888888888889,121.0,F,114.5,F,-1.1616472279295236,D,-1.2550069954365266,D
compute-io,compute.io,27.2,0.0,0.0,32.0,76.8,1.3,4.0,0.0,0.0,17.2,13.6,9.8,23.7,21.7,11.9,29.5,0.0,6.2,8.2,14.4,15.6,4.9,27.2,14.350000000000001,15.483333333333334,103.0,F,95.0,F,-1.26199924671608,D,-1.3980358854515162,D
slushjs,gulp-conflict,21.2,0.0,0.0,36.6,48.1,1.4,4.1,0.0,0.0,19.0,10.2,12.6,28.0,25.1,14.8,31.4,0.0,12.8,8.1,14.1,16.833333333333332,5.2333333333333325,21.175,17.325000000000003,14.577777777777778,96.0,F,89.0,F,-1.3406404922074682,D,-1.4218740337873481,D
sebastian-software,advanced-boilerplate,13.2,0.0,0.0,18.8,33.9,1.4,4.1,0.0,0.0,21.2,14.5,11.3,21.3,37.6,36.7,71.5,0.0,38.5,9.1,18.1,15.5,4.9,13.175,36.9,18.325,144.0,F,137.5,F,-1.0152201235943317,D,-1.1040320559762598,D
embarklabs,embark,22.0,1.8,0.0,57.7,28.4,2.3,6.9,0.0,0.0,51.2,66.5,70.5,27.1,40.6,50.0,70.1,18.2,61.7,46.4,31.4,54.699999999999996,15.399999999999999,21.975,47.65,28.34166666666667,494.0,C,526.5,C,-0.14534180690124743,C,-0.04720747975439194,C
agneta,platform,16.0,0.0,0.0,46.8,17.4,1.2,3.6,0.0,0.0,9.9,7.8,8.1,17.7,5.9,23.6,67.5,0.0,3.1,5.7,12.7,10.633333333333333,3.558333333333333,16.049999999999997,19.125,12.911111111111111,72.0,F,75.0,F,-1.4853789808419247,D,-1.533118726021229,F
ziruYU,nodejs,6.3,0.0,0.0,15.9,9.5,1.2,3.7,0.0,0.0,4.5,1.5,0.8,10.9,5.0,16.8,47.2,0.0,3.2,1.2,7.2,5.466666666666666,2.2916666666666665,6.35,13.850000000000001,7.497222222222223,14.0,F,13.0,F,-1.9555378380895179,F,-1.970151445511475,F
NetWilliam,protocol-buffers-schema,11.6,0.0,0.0,16.1,30.3,1.2,3.7,0.0,0.0,7.4,5.5,0.9,17.3,5.8,22.4,16.8,0.0,50.3,2.5,10.6,9.666666666666666,3.341666666666667,11.600000000000001,18.224999999999998,11.055555555555555,48.0,F,48.5,F,-1.6465211648549531,F,-1.6999857643720502,F
