owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile
TooTallNate,node-plist,32.8,,8.6,44.3,78.4,18.2,26.7,8.2,19.7,38.2,33.4,45.0,26.8,47.6,41.3,54.0,15.8,54.0,32.2,32.6
d3,d3,30.1,22.4,25.4,19.3,53.5,37.2,46.2,30.9,34.5,80.8,99.3,98.8,49.4,75.5,44.8,52.9,36.0,45.5,78.4,48.2
karma-runner,karma-chrome-launcher,29.1,1.1,1.7,49.5,64.2,10.7,22.4,9.7,,50.3,32.3,45.4,74.0,49.5,46.1,71.7,10.3,56.3,29.5,34.1
SamVerschueren,listr,29.6,,,59.6,59.0,7.4,22.2,,,44.0,64.1,45.3,56.8,9.8,33.9,45.6,,56.0,38.9,28.7
sass,node-sass,43.3,28.5,24.7,73.2,46.6,13.7,33.8,7.4,,75.7,77.4,84.5,75.6,65.2,36.7,51.1,17.6,41.5,58.5,42.3
ladjs,consolidate,22.6,,10.9,37.4,42.0,22.1,28.9,17.5,19.8,11.7,8.4,6.9,27.5,4.0,39.2,27.0,16.8,74.0,12.5,23.9
webpack-contrib,stylus-loader,35.6,,17.4,62.5,62.4,28.0,31.2,26.1,26.6,46.3,33.8,40.4,68.8,42.0,48.0,64.1,27.4,52.5,34.1,39.5
yeikos,js.merge,22.5,,5.8,34.1,50.0,15.4,21.9,12.8,11.5,38.7,19.5,24.6,66.9,43.8,27.8,50.7,9.8,22.9,19.8,26.1
expressjs,session,46.4,41.5,27.6,59.1,57.3,28.3,36.2,25.9,22.8,52.7,72.8,80.7,9.2,48.2,36.3,25.4,23.2,60.2,60.6,40.9
react-bootstrap,react-bootstrap,38.9,26.7,28.9,62.7,37.5,40.6,47.2,36.3,38.2,75.5,91.4,94.6,65.7,50.2,54.5,73.8,37.0,52.7,75.5,52.4
stylelint-scss,stylelint-scss,36.4,30.3,30.6,73.8,10.9,37.9,40.5,41.0,32.2,41.5,43.2,38.5,48.0,36.4,55.7,58.0,38.2,71.1,39.9,42.9
palantir,tslint,22.7,,,39.4,51.6,6.1,18.2,,,70.2,72.3,79.9,70.8,57.6,46.2,76.8,,61.6,52.8,36.3
bvaughn,react-virtualized,39.2,26.3,,83.5,47.0,11.4,27.7,6.3,,60.6,93.2,93.7,36.7,18.8,48.8,73.5,,73.0,66.1,40.0
xmldom,xmldom,28.0,19.9,24.9,65.2,2.0,36.5,37.8,40.5,31.2,34.9,25.5,37.6,56.5,19.9,52.6,58.7,38.3,60.9,33.2,38.0
gulpjs,plugin-error,25.0,,,43.8,56.1,7.5,22.5,,,27.9,10.1,13.3,64.5,23.9,27.3,49.9,,31.9,10.3,21.9
Automattic,mongoose,51.2,32.8,30.0,86.3,55.8,47.4,54.4,47.0,40.8,84.7,93.7,94.7,75.3,75.0,47.1,55.0,43.8,42.6,78.6,57.6
karma-runner,karma-jasmine,30.1,1.1,13.7,41.2,64.3,14.6,27.2,9.7,7.0,53.2,34.8,50.9,73.7,53.5,50.4,73.1,13.2,65.0,33.4,37.1
jaredhanson,passport,47.5,31.4,10.6,63.8,84.3,21.3,38.0,18.7,7.1,69.7,91.5,83.3,61.4,42.4,31.9,46.3,9.5,39.8,65.4,42.6
jinder,path,20.2,1.2,,29.8,49.6,7.3,21.0,1.0,,32.8,17.0,36.1,58.6,19.4,16.6,39.1,,10.6,20.1,19.2
chjj,blessed,35.0,25.0,,52.6,62.3,8.5,25.6,,,55.8,81.1,70.8,37.2,34.2,13.5,29.9,,10.6,53.5,28.2
Pomax,react-onclickoutside,26.7,,,55.7,51.0,6.2,18.7,,,45.9,56.0,53.7,46.0,27.8,46.7,70.6,,69.4,38.6,31.4
mariocasciaro,object-path,26.7,,,60.3,46.6,6.2,18.7,,,46.4,46.5,38.9,70.9,29.2,38.9,69.8,,47.0,30.5,29.6
SheetJS,sheetjs,26.2,17.5,16.7,24.1,46.5,10.3,23.7,7.3,,67.6,96.2,97.1,42.4,34.9,38.5,45.4,10.1,59.9,67.9,35.7
jaredhanson,passport-strategy,36.5,22.4,,39.3,84.3,7.1,21.2,,,31.2,15.6,19.5,59.3,30.5,16.1,45.8,,2.5,14.1,22.7
gulpjs,vinyl-fs,34.0,26.2,,53.8,56.2,7.1,21.2,,,51.9,45.4,51.5,62.8,48.0,43.6,48.5,11.8,70.7,34.7,34.2
oclif,config,17.5,,16.1,22.7,31.1,24.9,25.4,29.5,19.6,22.8,10.4,22.2,24.9,33.5,47.9,54.6,30.4,58.6,19.2,28.2
SeleniumHQ,selenium,46.7,27.7,33.7,93.2,32.1,47.4,51.8,47.4,43.0,74.4,95.3,97.0,46.1,59.3,53.0,66.9,45.5,46.8,79.9,55.4
wnr,element-resize-detector,29.7,,,49.5,69.2,6.3,18.9,,,38.4,51.0,42.8,40.9,18.7,30.5,59.3,,32.2,33.4,26.2
browserify,browserify,40.5,15.5,0.6,81.4,64.4,14.9,29.8,7.6,7.2,69.8,85.5,82.8,52.6,58.3,39.6,42.8,3.6,72.3,61.1,41.2
mathiasbynens,base64,27.9,,,46.1,65.4,6.3,19.0,,,35.8,33.7,40.7,45.0,23.6,13.8,38.8,,2.6,26.9,20.9
mscdex,ssh2,42.7,37.5,16.1,58.9,58.2,20.6,37.1,17.4,7.3,54.5,70.9,74.5,35.1,37.4,22.8,35.1,14.6,18.8,55.3,35.1
airbnb,enzyme,43.7,24.3,12.3,76.0,62.0,10.2,24.0,6.5,,61.6,89.6,89.9,54.1,12.9,41.1,50.7,13.4,59.0,63.2,39.1
epeli,underscore.string,10.0,,,40.0,,6.4,19.1,,,60.4,64.7,68.1,52.3,56.3,37.9,56.0,,57.6,46.4,28.7
sindresorhus,user-home,32.1,,,53.6,74.8,6.4,19.1,,,29.3,18.6,13.1,63.3,22.2,18.0,40.7,,13.3,12.7,21.4
angular,components,47.2,29.4,27.1,67.8,64.7,47.4,51.9,47.7,42.8,72.9,92.7,96.7,59.4,42.6,56.2,78.1,46.0,44.5,78.9,55.9
vuejs,vue-style-loader,18.2,,,26.0,46.7,7.5,22.4,,,35.0,22.0,32.6,71.6,13.7,35.9,56.5,,51.2,20.7,24.1
stevemao,left-pad,22.7,,,26.0,64.7,7.5,22.4,,,48.5,50.6,48.2,70.1,24.9,32.8,45.3,,53.1,35.4,27.8
remarkjs,react-markdown,42.8,22.9,24.7,79.3,44.3,27.1,42.2,28.4,10.8,58.7,82.1,78.5,45.6,28.7,46.1,45.1,24.1,69.2,62.6,43.7
Hacker0x01,react-datepicker,46.6,27.7,29.3,85.1,44.5,46.2,52.1,45.9,40.6,65.8,75.8,90.9,44.8,51.6,58.2,61.4,43.4,69.9,71.0,54.2
nfl,react-helmet,34.8,18.7,0.5,74.2,45.9,11.9,30.1,5.5,,60.3,87.3,75.0,58.7,20.3,50.2,80.5,,70.1,58.1,39.3
node-js-libs,cli,21.2,,,31.8,53.1,7.2,21.6,,,41.3,41.5,34.9,42.9,46.0,21.1,32.5,,30.8,27.9,22.7
koajs,compose,32.1,,,57.3,70.9,7.2,21.6,,,43.4,45.7,48.3,49.6,30.1,40.1,63.4,5.5,51.4,33.7,30.7
http-party,http-server,39.4,28.6,0.9,76.7,51.5,14.8,31.2,13.1,,68.1,83.9,86.1,48.3,54.2,48.0,66.1,18.1,59.7,61.6,42.6
ethereumjs,ethereumjs-monorepo,34.5,32.6,29.7,36.7,39.0,43.9,48.3,45.5,37.9,48.1,59.9,74.1,12.7,45.5,54.4,46.4,44.0,73.0,59.3,45.2
dcodeIO,bcrypt.js,27.5,19.9,,45.0,45.1,11.4,28.7,5.5,,46.3,64.8,59.5,23.5,37.4,14.2,24.7,,17.9,45.2,24.8
goto100,xpath,37.0,38.2,32.4,36.9,40.3,32.1,40.7,29.5,26.2,31.7,21.3,32.9,35.6,36.9,31.7,33.1,13.1,48.9,28.8,33.1
hapijs,boom,31.9,15.7,7.6,47.1,57.2,11.5,28.9,5.5,,56.3,62.4,54.1,68.6,40.1,39.1,46.1,6.9,64.5,42.7,34.7
request,request-promise,26.6,2.2,0.8,53.2,50.3,9.6,26.8,2.1,,52.2,68.7,62.2,48.7,29.1,33.0,43.3,,55.6,46.8,30.3
expressjs,errorhandler,26.6,,,49.3,57.2,7.3,21.9,,,42.2,30.0,29.9,68.4,40.4,26.2,51.8,,26.8,22.4,25.6
react-icons,react-icons,38.3,36.8,33.6,50.1,32.9,39.5,49.4,35.8,33.4,65.0,80.8,75.2,70.2,34.0,50.8,61.6,34.5,56.4,65.2,48.4
apostrophecms,sanitize-html,38.6,27.6,6.6,77.3,42.9,19.0,36.0,9.2,11.8,52.1,65.8,67.4,45.8,29.3,37.5,45.4,5.9,61.3,50.7,36.8
react-dnd,react-dnd,28.6,23.1,11.1,59.4,21.0,15.7,36.9,10.2,,67.7,89.8,89.5,44.4,47.2,39.9,73.9,4.3,41.4,65.0,38.0
mishoo,UglifyJS2,45.1,21.3,16.5,81.0,61.5,7.3,22.0,,,12.3,,,19.6,29.8,18.5,27.0,24.8,3.6,2.4,20.8
zenorocha,clipboard.js,41.9,24.7,10.1,74.6,58.0,13.6,32.8,8.0,,57.2,96.1,95.0,4.6,33.2,41.5,55.2,4.2,65.0,68.2,38.6
reactjs,react-modal,36.2,27.0,27.8,57.0,33.1,23.7,38.6,13.4,19.2,56.7,74.8,78.0,50.7,23.5,56.6,77.3,17.8,74.8,58.8,43.3
medialize,URI.js,31.3,,,71.0,54.4,13.9,22.1,19.7,,57.5,73.3,71.5,24.1,61.0,28.0,25.1,,58.9,52.9,32.7
sindresorhus,tildify,31.1,,,48.8,75.6,7.4,22.1,,,28.7,14.7,11.7,59.0,29.2,26.7,43.9,,36.1,11.3,23.5
apollographql,apollo-link,26.9,,,69.1,38.6,7.4,22.2,,,43.4,52.7,65.8,49.2,6.0,53.6,82.1,,78.7,42.0,32.8
winstonjs,winston-daily-rotate-file,32.4,19.3,25.1,37.1,48.0,16.3,35.3,7.8,5.7,37.0,43.3,49.4,33.0,22.2,38.4,46.0,8.7,60.5,36.3,31.0
facebook,react-native,45.5,27.2,26.5,81.6,46.8,44.9,49.6,43.9,41.4,78.7,99.5,98.9,67.2,49.1,55.3,69.9,46.0,50.0,81.1,56.1
75lb,command-line-args,28.8,,,49.9,65.5,6.4,17.1,2.1,,40.0,38.1,41.7,49.5,30.5,23.7,54.6,0.8,15.8,28.7,24.7
naugtur,xhr,31.0,,,76.0,48.2,5.7,17.1,,,45.3,42.1,41.6,58.3,39.2,38.5,59.5,,56.0,29.8,30.1
sidorares,node-mysql2,49.3,23.0,30.1,67.9,76.2,43.3,46.8,44.1,38.9,61.8,67.0,72.3,56.6,51.3,44.5,55.7,42.8,34.9,60.9,49.7
vuejs,vue-hot-reload-api,18.4,,,26.2,47.5,5.7,17.2,,,36.5,32.4,26.9,70.0,16.8,39.2,76.2,,41.4,21.7,25.0
vuejs,vuex,31.1,19.8,6.4,50.8,47.5,16.1,27.6,14.8,5.8,73.1,95.1,97.4,63.8,36.2,49.8,72.8,6.9,69.7,69.5,42.5
prettymuchbryce,http-status-codes,30.9,28.8,5.4,36.6,52.7,17.3,27.2,12.6,11.9,41.3,45.2,41.2,37.8,41.1,34.5,57.9,10.9,34.7,34.6,31.0
kelektiv,node-cron,49.5,27.1,28.4,92.0,50.4,35.9,39.6,42.2,25.8,62.9,76.6,72.7,39.0,63.4,47.8,41.3,35.7,66.4,61.7,49.0
jasmine,jasmine-npm,34.8,17.5,4.1,64.8,52.8,11.9,21.6,8.2,5.9,36.8,28.6,47.7,24.2,46.8,23.4,32.0,3.0,35.2,29.4,26.7
parshap,node-sanitize-filename,29.8,3.2,,42.1,73.8,6.4,16.8,2.5,,23.2,26.5,27.7,9.0,29.4,25.4,53.5,,22.8,20.2,21.2
mui-org,material-ui,37.8,30.1,30.2,90.9,,43.5,41.7,46.5,42.3,78.3,98.9,99.4,62.5,52.4,56.3,71.3,46.3,51.3,80.6,54.0
knex,knex,35.2,31.3,33.5,54.7,21.4,39.8,39.8,38.5,41.1,71.1,88.6,90.2,49.1,56.7,55.9,54.2,43.0,70.4,72.9,50.5
sequelize,sequelize,45.6,35.7,33.5,76.7,36.6,42.2,39.7,47.5,39.4,82.2,95.4,95.5,59.8,78.2,54.7,66.6,44.0,53.7,77.7,56.2
react-component,slider,38.3,29.6,24.9,49.5,49.5,29.8,29.7,31.1,28.6,45.9,62.9,75.7,9.1,35.9,49.1,35.7,31.9,79.7,56.1,40.8
trentm,node-bunyan,36.9,4.8,9.7,81.9,51.0,8.2,16.2,8.2,,59.1,74.4,70.9,50.4,40.6,36.7,66.3,2.9,40.8,51.2,35.2
nashwaan,xml-js,22.0,3.9,,54.1,30.1,5.6,16.8,,,42.8,49.7,53.2,50.1,18.3,34.4,79.5,,23.6,36.2,26.2
websockets,bufferutil,25.9,31.3,4.7,32.1,35.6,10.2,15.3,9.3,6.0,31.7,16.7,25.0,54.4,30.8,29.7,39.6,9.8,39.6,17.3,24.4
firebase,firebase-js-sdk,46.9,28.9,28.1,89.9,40.9,42.0,40.6,44.4,40.9,57.6,68.5,79.0,65.4,17.6,69.2,83.5,45.4,78.8,63.2,53.9
hudochenkov,stylelint-order,30.8,16.5,28.3,40.1,38.5,12.8,13.0,19.2,6.1,36.0,44.3,31.4,42.8,25.6,33.9,55.6,12.6,33.4,29.5,28.4
googleapis,google-api-nodejs-client,49.1,24.4,33.5,90.6,48.1,40.4,44.1,43.5,33.6,60.1,81.0,88.9,5.7,64.9,40.9,34.7,39.7,48.4,70.1,47.6
FortAwesome,Font-Awesome,33.4,22.9,18.2,73.1,19.4,29.5,42.2,23.4,23.0,79.1,98.6,98.1,58.0,61.8,34.5,40.2,11.5,51.9,75.4,44.1
webpack-contrib,eslint-loader,31.7,,,64.6,62.2,5.5,16.6,,,51.9,46.7,46.3,74.1,40.6,49.7,85.2,,63.8,32.8,34.7
ciaranj,node-oauth,29.4,3.6,12.8,21.6,79.7,9.2,16.7,10.8,,47.1,59.8,74.0,5.6,49.0,23.4,23.2,,47.0,47.7,27.3
webpack-contrib,html-loader,50.3,45.6,19.5,73.7,62.4,25.7,28.8,24.4,23.8,52.6,48.9,55.4,63.0,43.0,52.2,65.5,25.1,65.9,43.3,45.2
npm,security-holder,21.9,,,26.2,61.2,5.4,16.3,,,16.6,18.0,26.6,11.6,10.4,20.2,23.1,,37.5,16.7,16.0
pugjs,pug,32.1,22.8,,52.7,52.9,9.0,26.9,,,74.6,90.8,89.3,55.8,62.4,40.8,71.5,2.5,48.4,63.0,39.1
typeorm,typeorm,46.5,32.3,38.6,90.8,24.1,45.1,49.3,42.0,44.0,67.2,95.9,96.5,48.4,28.2,47.4,59.2,22.0,61.1,79.2,51.6
yiminghe,async-validator,27.9,14.6,3.1,49.7,44.4,9.5,23.5,5.2,,57.5,77.7,76.3,57.9,18.1,39.1,73.9,,43.2,54.5,33.5
formatjs,formatjs,44.9,39.2,36.9,62.1,41.5,42.1,45.9,42.0,38.5,66.5,85.0,85.1,40.7,55.3,57.1,76.7,38.4,56.3,70.7,52.7
flitbit,diff,27.2,,,46.0,62.9,5.5,16.4,,,51.0,62.5,59.0,47.7,35.0,34.4,62.8,,40.5,42.3,29.5
driverdan,node-XMLHttpRequest,25.5,,,36.5,65.4,5.5,16.5,,,36.9,29.7,62.9,5.5,49.5,22.6,20.0,,47.9,32.7,22.6
gulpjs,gulp,41.6,25.3,7.0,77.6,56.5,12.2,28.2,8.4,,76.4,95.8,95.6,68.7,45.7,44.6,54.3,,79.6,67.9,43.7
roryrjb,md5-file,14.0,,,43.4,12.5,5.3,16.0,,,31.3,21.0,14.9,62.1,27.2,27.7,43.6,,39.4,13.7,19.6
mathiasbynens,utf8.js,28.4,,,47.9,65.5,5.3,16.0,,,41.4,34.9,45.5,53.5,31.6,17.1,43.2,,8.2,28.6,23.0
firebase,firebase-admin-node,43.8,23.7,32.7,78.0,40.8,39.2,44.1,40.0,33.7,39.1,53.7,65.0,5.4,32.2,47.4,43.9,39.7,58.8,52.6,42.4
59naga,babel-plugin-add-module-exports,21.9,,,25.7,62.0,5.4,16.1,,,34.5,39.4,27.3,48.8,22.6,35.4,78.0,,28.3,24.0,24.3
75lb,command-line-usage,32.4,,,64.2,65.4,5.4,16.1,,,27.7,20.4,21.8,46.6,22.1,17.6,42.4,5.6,4.8,15.9,20.8
jimp-dev,jimp,32.1,10.5,29.8,74.5,13.6,30.8,38.9,23.4,30.1,65.1,84.1,76.0,53.1,47.2,48.4,64.6,30.4,50.4,63.6,44.1
mapbox,node-pre-gyp,50.0,29.0,17.6,81.7,71.5,19.8,30.0,18.2,11.2,53.0,48.0,63.0,72.7,28.2,50.2,64.4,17.1,69.0,43.6,43.2
kelektiv,node.bcrypt.js,41.4,29.8,19.3,65.6,50.8,27.4,39.0,19.3,23.9,53.2,74.5,70.4,5.3,62.8,43.9,43.0,19.2,69.4,57.4,41.5
enzymejs,enzyme,32.1,23.7,15.3,74.1,15.2,8.3,19.8,5.2,,61.6,89.5,90.0,54.0,12.9,40.8,51.0,13.5,58.0,62.6,35.7
ant-design,ant-design,41.2,24.5,27.4,74.9,37.9,44.5,42.7,47.4,43.4,75.3,98.8,99.7,54.6,48.1,58.2,50.4,46.8,77.2,81.0,54.8
lit,lit,35.3,28.9,28.0,76.7,7.6,44.6,46.8,45.6,41.5,59.9,87.4,79.1,36.4,36.7,56.7,57.9,44.5,67.7,70.4,49.1
Automattic,node-canvas,40.2,33.3,15.9,56.0,55.7,31.2,41.5,23.7,28.5,55.9,79.2,82.4,5.1,57.0,44.6,28.3,28.6,76.8,64.3,43.0
mattyork,fuzzy,23.8,,,43.4,51.9,5.2,15.5,,,41.7,42.5,38.2,44.0,42.2,18.7,43.9,,12.3,28.6,22.4
casesandberg,react-color,32.0,16.1,9.6,57.6,44.5,11.5,24.3,10.1,,56.6,81.7,80.0,39.3,25.2,37.3,51.3,,60.6,57.7,34.3
cryptocoinjs,bs58,21.2,,,27.3,57.5,5.2,15.6,,,31.8,20.2,24.3,53.9,28.6,25.0,37.6,,37.4,16.6,20.8
shouldjs,should.js,26.2,,,62.9,42.0,5.2,15.6,,,44.7,56.8,46.0,44.7,31.1,32.2,47.4,,49.2,36.0,27.1
anseki,readline-sync,27.8,,,58.4,53.0,5.1,15.2,,,34.3,41.4,29.6,36.8,29.6,12.4,30.6,,6.7,25.4,19.9
quilljs,quill,39.1,39.2,33.2,55.0,28.9,39.6,43.7,41.2,33.8,73.5,96.4,93.8,41.4,62.4,46.4,61.5,36.5,41.2,76.6,49.6
substack,brfs,19.9,18.9,,59.3,1.3,6.0,17.9,,,39.3,35.3,32.5,48.5,40.8,19.0,38.5,,18.6,24.6,21.0
domenic,chai-as-promised,32.9,10.3,2.1,56.4,62.5,7.5,19.7,2.7,,48.3,52.2,42.6,46.7,51.6,34.6,61.9,,41.8,34.1,30.8
oclif,command,18.0,,18.9,22.3,30.7,23.6,21.5,30.8,18.5,24.8,17.6,24.5,24.7,32.5,44.6,54.7,29.9,49.4,21.9,27.8
dylang,shortid,34.1,23.5,,42.7,70.3,6.1,18.2,,,55.1,71.8,61.2,46.3,41.2,34.3,68.6,,34.2,46.4,32.4
jonschlinkert,gray-matter,29.4,15.0,0.4,56.8,45.1,9.8,26.4,0.8,2.1,48.7,66.3,45.7,56.2,26.5,22.3,39.7,1.1,26.2,40.6,27.5
timoxley,keycode,34.5,,,47.5,90.4,5.1,15.4,,,36.3,31.8,30.0,48.1,35.5,28.2,41.3,,43.2,22.3,26.0
node-config,node-config,31.7,15.0,24.8,37.3,49.7,23.1,34.5,16.2,18.6,54.4,72.9,70.2,21.1,53.2,39.7,35.5,9.3,74.2,55.4,37.2
cujojs,when,26.3,,,43.5,61.6,5.0,14.9,,,65.9,65.2,67.9,65.2,65.2,23.7,41.8,,29.2,46.0,30.2
hammerjs,hammer.js,32.0,17.1,,62.5,48.6,8.3,24.9,,,56.9,92.5,92.6,2.6,40.0,25.5,34.8,,41.6,64.5,30.7
oclif,cli-ux,18.8,,,44.4,30.9,5.0,15.0,,,31.2,35.0,25.3,34.8,29.6,35.6,58.5,,48.2,21.8,22.6
webpack,json-loader,21.1,,,25.7,58.6,5.0,15.0,,,44.7,31.1,36.6,69.3,41.6,38.0,68.7,,45.2,24.2,27.2
necolas,normalize.css,44.8,38.4,20.9,56.5,63.3,9.0,21.9,5.2,,73.7,97.5,97.8,55.1,44.4,31.6,35.6,,59.2,68.1,39.8
mrdoob,three.js,38.8,24.7,29.7,55.3,45.6,46.0,47.6,47.1,43.3,80.5,99.1,99.6,47.3,76.2,48.8,51.4,45.6,49.2,81.6,53.5
standard,eslint-plugin-standard,23.1,,5.5,52.9,33.9,12.9,19.6,5.5,13.5,26.5,16.6,15.6,58.9,15.1,35.3,48.4,7.0,50.5,15.0,24.4
mobxjs,mobx,39.6,25.5,23.6,79.0,30.4,39.2,44.5,35.5,37.8,66.3,94.1,88.1,39.9,43.1,60.7,76.5,37.4,68.2,73.8,51.5
amqp-node,amqplib,33.4,27.5,13.2,44.8,47.9,21.5,33.4,17.4,13.6,54.1,66.0,70.1,43.3,37.1,47.2,54.9,14.8,72.0,52.5,39.0
imagemin,imagemin,20.0,,,23.2,56.8,5.6,16.8,,,57.3,71.1,61.1,61.7,35.1,31.2,47.7,,45.8,45.9,28.5
redux-saga,redux-saga,38.5,29.0,23.3,84.1,17.8,24.7,34.2,21.3,18.7,66.7,91.8,89.7,49.0,36.4,52.6,67.2,24.9,65.8,68.7,45.6
adamwdraper,Numeral-js,33.1,18.7,,59.6,54.2,9.3,23.1,4.8,,51.7,79.0,80.4,2.4,45.2,25.9,30.8,,47.0,56.2,30.0
intlify,vue-i18n-next,36.2,29.3,32.3,67.1,15.9,43.2,46.8,44.1,38.7,43.5,55.6,61.0,29.2,28.2,47.7,60.9,40.1,42.2,53.3,42.6
node-schedule,node-schedule,32.5,20.2,,66.8,43.1,8.6,25.9,,,61.9,78.3,70.7,40.3,58.2,37.2,37.8,5.4,68.5,52.5,35.1
mysqljs,mysql,31.5,3.1,15.7,57.4,49.8,9.8,20.9,8.4,,71.7,88.3,92.1,59.1,47.4,29.1,42.0,5.5,39.7,63.4,35.5
babel,babel-preset-env,30.9,,,80.6,42.9,4.8,14.3,,,53.8,65.5,53.9,69.1,26.7,44.7,84.9,,49.3,41.4,33.5
rollup,rollup-plugin-babel,21.5,,,49.0,37.0,4.8,14.4,,,39.0,38.7,38.0,65.8,13.6,44.8,76.0,,58.5,27.2,27.5
babel,babelify,26.1,2.5,,59.0,42.9,4.8,14.5,,,43.4,54.4,45.1,47.5,26.4,44.4,72.9,,60.2,34.8,29.7
lodash,babel-plugin-lodash,22.2,,,48.6,40.1,4.8,14.4,,,39.2,57.5,42.2,42.0,14.9,37.0,71.3,,39.7,34.8,25.8
akiran,react-slick,42.9,42.7,32.9,67.2,28.9,28.2,36.6,29.6,18.3,65.6,81.5,90.4,50.5,40.0,41.3,50.1,9.2,64.6,66.7,44.5
FortAwesome,react-fontawesome,26.5,18.8,,68.8,18.3,7.5,22.5,,,36.4,66.2,60.0,0.3,19.2,38.2,56.2,2.4,56.0,44.6,27.1
gulpjs,gulp-util,28.6,,,65.7,48.9,4.8,14.5,,,44.0,42.6,41.1,61.2,31.1,36.2,46.6,,62.0,29.5,28.4
chancejs,chancejs,31.9,18.4,22.1,50.8,36.2,21.2,26.2,18.9,18.4,43.8,73.4,69.2,1.1,31.5,45.6,58.2,24.2,54.4,54.6,35.6
ardatan,graphql-tools,38.8,25.6,25.5,66.9,37.3,43.1,42.6,47.0,39.7,59.8,70.6,77.0,50.0,41.7,53.9,58.7,43.5,59.4,63.6,48.9
rstacruz,nprogress,31.0,13.6,,35.9,74.4,6.0,18.0,,,67.5,93.4,88.8,50.6,37.1,26.9,42.3,,38.5,62.7,32.9
theturtle32,WebSocket-Node,29.0,36.7,,32.6,46.8,6.6,19.7,,,46.3,66.4,72.9,1.2,44.7,25.6,24.7,0.1,52.0,48.6,26.9
acdlite,recompose,30.6,,,64.7,57.7,4.7,14.2,,,62.4,85.9,83.9,46.4,33.5,47.1,80.9,,60.4,58.2,36.2
cryptocoinjs,secp256k1-node,25.6,11.0,3.8,30.5,57.3,8.1,21.2,3.0,,33.9,26.4,47.0,26.2,36.0,28.0,29.9,0.2,53.8,27.2,23.9
facebook,draft-js,31.0,,,77.2,46.6,4.7,14.2,,,62.8,91.9,92.7,39.6,26.8,52.5,77.5,1.1,78.9,63.1,37.7
jrburke,r.js,37.9,,,75.2,76.5,4.8,14.3,,,45.3,60.8,74.7,1.3,44.2,17.8,17.1,,36.4,46.8,26.4
broofa,node-uuid,14.0,,,22.8,33.1,4.8,14.3,,,13.6,23.7,21.4,1.4,8.1,21.0,16.9,,46.0,16.6,13.3
rafeca,prettyjson,30.5,,,60.7,61.1,5.3,15.9,,,39.5,32.8,28.8,36.9,59.5,26.1,52.5,,25.6,22.3,25.3
Leaflet,Leaflet,41.4,24.3,33.2,58.5,49.4,41.7,45.5,40.7,39.0,75.6,96.5,96.4,45.1,64.2,51.5,53.1,40.3,61.0,78.2,52.5
webpack-contrib,uglifyjs-webpack-plugin,33.7,,,72.6,62.2,4.6,13.9,,,50.5,51.9,54.6,70.4,25.0,44.5,84.8,,48.6,37.0,33.3
abbr,deasync,25.2,21.3,3.7,31.6,44.1,11.6,22.6,9.3,2.9,42.3,45.0,34.0,47.9,42.4,25.1,32.4,5.2,37.8,30.2,26.1
dreamerslab,node.extend,27.9,,2.5,46.6,62.5,7.6,14.9,4.9,3.0,28.3,17.1,15.2,40.0,40.9,20.9,34.9,5.4,22.5,13.3,21.2
theaqua,redux-logger,12.6,,,50.5,,4.7,14.0,,,55.8,71.9,65.1,52.0,34.2,43.1,74.8,,54.4,47.2,29.0
expressjs,method-override,30.5,,10.2,54.1,57.5,5.0,14.0,1.1,,41.2,36.9,28.3,59.2,40.4,23.7,48.4,,22.7,23.4,25.1
mokkabonna,inquirer-autocomplete-prompt,38.0,31.4,16.8,40.1,63.5,20.7,24.0,24.4,13.7,30.4,27.2,36.5,38.8,19.0,40.5,60.9,16.8,43.7,28.1,32.4
browserify,watchify,31.7,,,62.5,64.5,5.2,15.7,,,45.5,55.4,54.9,38.7,33.2,33.0,40.7,,58.4,38.5,28.9
Reactive-Extensions,RxJS,36.0,,,82.5,61.6,5.2,15.7,,,66.4,89.2,90.7,27.0,58.8,25.4,25.9,,50.2,61.7,33.3
TryGhost,node-sqlite3,44.6,35.8,28.6,74.6,39.4,26.7,35.0,31.1,13.8,66.0,72.5,76.9,52.4,62.0,42.9,36.9,21.7,70.0,58.7,45.0
jashkenas,coffeescript,40.6,27.9,15.0,62.5,57.2,19.1,30.3,12.9,13.9,66.4,86.6,90.3,39.5,49.3,44.2,62.0,14.8,55.9,65.3,42.6
jaredhanson,passport-local,35.0,,,56.0,83.9,5.6,15.8,1.1,,57.6,61.2,70.6,56.3,42.1,27.3,43.5,,38.4,45.8,31.4
domenic,sinon-chai,31.6,16.4,,47.4,62.4,7.4,16.1,6.2,,46.6,47.5,42.9,41.6,54.3,38.4,60.0,,55.1,32.6,31.0
gotwarlost,istanbul,26.1,10.1,,58.1,36.2,6.5,19.4,,,61.9,77.8,78.6,54.8,36.2,25.4,35.3,,40.8,54.3,29.9
gruntjs,grunt-cli,30.1,16.3,1.8,31.5,70.8,6.9,19.4,1.2,,46.3,38.8,58.8,47.2,40.5,29.9,29.6,0.9,59.0,34.8,28.3
